Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,PrimaryEnergyInputToPower.MWy,PowerOutput.MWy,Capacity.MW,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,CapEx.USD_kW,LCOE.USD_kWh,EffectiveCapacity.MW
prt.nga,PRT,nga,2018,2880,15612,3821.023019,1782.191781,4879,0.351799937,0.449207421,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,1716.431893
prt.oil,PRT,oil,2018,233,1121,309.1313762,127.9680365,689,0.193351492,0.430946802,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,133.219178
prt.nuc,PRT,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
prt.wnd,PRT,wnd,2018,1085,12617,1439.517353,1440.296804,5380,0.267539753,0.999893379,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,1439.363871
prt.sol,PRT,sol,2018,86,1006,114.0999929,114.8401826,671,0.190487958,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,127.8174198
prt.hyd,PRT,hyd,2018,1066,12393,1414.309215,1414.726027,7248,0.221684559,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1606.769684
prt.ore,PRT,ore,2018,486,1088,644.7976344,124.2009132,29.4,0.889168453,0.040542259,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,26.14155252
prt.bio,PRT,bio,2018,650,2558,862.3836675,292.0091324,627,0.63253188,0.459885204,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,396.5974888
pry.coa,PRY,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
pry.nga,PRY,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
pry.oil,PRY,oil,2018,0,2,0,0.228310502,6.1,0.028871922,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,0.176118724
pry.nuc,PRY,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
pry.wnd,PRY,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
pry.sol,PRY,sol,2018,0,0,0,0,0,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0
pry.hyd,PRY,hyd,2018,5091,59211,6754.454232,6759.246575,8810,0.767222805,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,6759.232912
pry.ore,PRY,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
pry.bio,PRY,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
qat.coa,QAT,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
qat.nga,QAT,nga,2018,9717,47913,12891.97246,5469.520548,9834,0.573343556,0.437346616,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,5638.26053
qat.oil,QAT,oil,2018,0,0,0,0,75,0.45,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,33.75
qat.nuc,QAT,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
qat.wnd,QAT,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
qat.sol,QAT,sol,2018,0,0,0,0,5,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.887096775
qat.hyd,QAT,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
qat.ore,QAT,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
qat.bio,QAT,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
rou.coa,ROU,coa,2018,4283,15752,5682.444997,1798.173516,3775,0.473199374,0.314358984,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,1786.327637
rou.nga,ROU,nga,2018,2604,10521,3454.841646,1201.027397,2593.4,0.465900364,0.349731226,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,1208.266004
rou.oil,ROU,oil,2018,207,599,274.6360295,68.37899543,3841.584,0.019865928,0.277882813,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,76.31663115
rou.nuc,ROU,nuc,2018,2964,11377,3932.469524,1298.744292,1300,0.999072269,0.330274384,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,1298.79395
rou.wnd,ROU,wnd,2018,544,6322,721.7487925,721.6894977,3032,0.238032486,0.999952484,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,721.7144976
rou.sol,ROU,sol,2018,152,1771,201.6651038,202.1689498,1377,0.146820648,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,202.1720323
rou.hyd,ROU,hyd,2018,1519,17664,2015.324294,2016.438356,6678.929,0.309316436,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,2065.902515
rou.ore,ROU,ore,2018,11,70,14.59418514,7.99086758,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
rou.bio,ROU,bio,2018,149,367,197.6848715,41.89497717,142,0.327435044,0.23520149,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,46.49577625
rus.coa,RUS,coa,2018,53537,177911,71029.89909,20309.47489,42506.5,0.510952773,0.305770025,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,21718.81405
rus.nga,RUS,nga,2018,158975,527588,210919.1439,60226.94064,131199.1,0.447237777,0.278197573,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,58677.19383
rus.oil,RUS,oil,2018,3341,8007,4432.652051,914.0410959,16000,0.048773787,0.176052752,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,780.380592
rus.nuc,RUS,nuc,2018,53637,204569,71162.5735,23352.62557,29132.2,0.801669776,0.328183806,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,23354.40425
rus.wnd,RUS,wnd,2018,20,232,26.53488208,26.48401826,52,0.511305102,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,26.5878653
rus.sol,RUS,sol,2018,62,720,82.25813444,82.19178082,535,0.160244506,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,85.73081071
rus.hyd,RUS,hyd,2018,16435,191142,21805.03935,21819.86301,48983.3,0.447950866,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,21942.11165
rus.ore,RUS,ore,2018,2435,2967,3230.621893,338.6986301,80,0.616438356,0.015264884,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,49.31506848
rus.bio,RUS,bio,2018,25,73,33.1686026,8.333333333,600,0.51084589,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,306.507534
sau.coa,SAU,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
sau.nga,SAU,nga,2018,50258,218470,66679.50517,24939.49772,39418,0.650924737,0.384798166,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,25658.15128
sau.oil,SAU,oil,2018,24956,159528,33110.22585,18210.9589,46051,0.313680044,0.436278501,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,14445.27971
sau.nuc,SAU,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
sau.wnd,SAU,wnd,2018,0,0,0,0,3,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,1.039285713
sau.sol,SAU,sol,2018,13,155,17.24767335,17.69406393,84,0.329608882,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,27.68714609
sau.hyd,SAU,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
sau.ore,SAU,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
sau.bio,SAU,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
sdn.coa,SDN,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
sdn.nga,SDN,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
sdn.oil,SDN,oil,2018,1662,6599,2205.048701,753.3105023,2371.1,0.317691358,0.341615121,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,753.277979
sdn.nuc,SDN,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
sdn.wnd,SDN,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
sdn.sol,SDN,sol,2018,0,0,0,0,13,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,2.306451615
sdn.hyd,SDN,hyd,2018,830,9657,1101.197606,1102.39726,1928,0.571800769,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1102.431883
sdn.ore,SDN,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
sdn.bio,SDN,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
sen.coa,SEN,coa,2018,162,494,214.9325448,56.39269406,175,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,115.28125
sen.nga,SEN,nga,2018,11,40,14.59418514,4.566210046,77,0.120737413,0.637019521,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,9.296780801
sen.oil,SEN,oil,2018,1008,3709,1337.358057,423.4018265,763.29,0.631337808,0.360332697,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,481.8938355
sen.nuc,SEN,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
sen.wnd,SEN,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
sen.sol,SEN,sol,2018,7,80,9.287208727,9.132420091,134,0.12784664,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,17.13144976
sen.hyd,SEN,hyd,2018,31,360,41.12906722,41.09589041,75,0.512937595,0.935355996,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,38.47031963
sen.ore,SEN,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
sen.bio,SEN,bio,2018,79,89,104.8127842,10.15981735,25,0.330321918,0.078788556,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,8.25804795
sgp.coa,SGP,coa,2018,295,688,391.3895106,78.53881279,72.47218037,1,0.185166384,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,72.47218037
sgp.nga,SGP,nga,2018,7620,50471,10109.79007,5761.52968,10355.5,0.553898277,0.567360308,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,5735.893607
sgp.oil,SGP,oil,2018,135,317,179.110454,36.18721461,2880.41,0.01712299,0.275367695,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,49.32123163
sgp.nuc,SGP,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
sgp.wnd,SGP,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
sgp.sol,SGP,sol,2018,20,237,26.53488208,27.05479452,156.7,0.166856804,0.985361876,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,26.14646119
sgp.hyd,SGP,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
sgp.ore,SGP,ore,2018,593,1162,786.7592536,132.6484018,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
sgp.bio,SGP,bio,2018,77,269,102.159296,30.70776256,256.8,0.677903624,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,174.0856506
slv.coa,SLV,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
slv.nga,SLV,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
slv.oil,SLV,oil,2018,269,1200,356.8941639,136.9863014,757.1,0.166919207,0.354095261,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,126.3745316
slv.nuc,SLV,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
slv.wnd,SLV,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
slv.sol,SLV,sol,2018,25,285,33.1686026,32.53424658,205,0.155280321,0.959716818,0,0.095885289,0,0,0.095885289,1150,0.095885289,31.83246581
slv.hyd,SLV,hyd,2018,140,1631,185.7441745,186.1872146,552.7,0.319659901,0.951179373,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,176.6760273
slv.ore,SLV,ore,2018,1341,1576,1779.163843,179.9086758,204.4,0.863020959,0.099148532,0,0.1625287,0.002562698,0.002562698,0.159966002,4732.460317,0.1625287,176.401484
slv.bio,SLV,bio,2018,336,710,445.7860189,81.05022831,297.1,0.303505308,0.202275135,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,90.17142701
srb.coa,SRB,coa,2018,6323,25114,8389.002968,2866.894977,4054,0.706653674,0.341491594,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,2864.773994
srb.nga,SRB,nga,2018,174,596,230.8534741,68.03652968,236,0.28916894,0.29561552,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,68.24386984
srb.oil,SRB,oil,2018,71,52,94.19883137,5.936073059,100,0.055275114,0.058679193,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,5.5275114
srb.nuc,SRB,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
srb.wnd,SRB,wnd,2018,13,150,17.24767335,17.12328767,374,0.045911777,0.995554833,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,17.1710046
srb.sol,SRB,sol,2018,1,13,1.326744104,1.484018265,10,0.148858447,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.48858447
srb.hyd,SRB,hyd,2018,915,10640,1213.970855,1214.611872,3008,0.43237679,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1300.589384
srb.ore,SRB,ore,2018,16,106,21.22790566,12.10045662,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
srb.bio,SRB,bio,2018,3,0,3.980232311,0,14.57872146,1,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,14.57872146
sur.coa,SUR,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
sur.nga,SUR,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
sur.oil,SUR,oil,2018,285,939,378.1220696,107.1917808,309.5,0.301558708,0.246831454,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,93.33242013
sur.nuc,SUR,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
sur.wnd,SUR,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
sur.sol,SUR,sol,2018,1,10,1.326744104,1.141552511,7,0.14720972,0.776689366,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.03046804
sur.hyd,SUR,hyd,2018,86,1000,114.0999929,114.1552511,189,0.744575149,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,140.7247032
sur.ore,SUR,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
sur.bio,SUR,bio,2018,0,0,0,0,1.5,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,1.157727273
svk.coa,SVK,coa,2018,969,3584,1285.615037,409.1324201,1111,0.372009081,0.321481997,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,413.302089
svk.nga,SVK,nga,2018,455,1857,603.6685672,211.9863014,1270.3333,0.169197452,0.356051597,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,214.9371576
svk.oil,SVK,oil,2018,80,459,106.1395283,52.39726027,575.6667,0.09420925,0.510960702,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,54.23312806
svk.nuc,SVK,nuc,2018,3913,14843,5191.549678,1694.406393,1940,0.873984883,0.326594327,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,1695.530673
svk.wnd,SVK,wnd,2018,1,6,1.326744104,0.684931507,4,0.171232877,0.516249897,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0.684931508
svk.sol,SVK,sol,2018,50,585,66.33720519,66.78082192,531,0.12576426,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,66.78082206
svk.hyd,SVK,hyd,2018,309,3590,409.9639281,409.8173516,2542,0.174005484,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,442.3219403
svk.ore,SVK,ore,2018,143,572,189.7244068,65.29680365,14.85037671,1,0.078273412,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,14.85037671
svk.bio,SVK,bio,2018,370,1070,490.8953184,122.1461187,340,0.483481064,0.334864798,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,164.3835618
svn.coa,SVN,coa,2018,1059,4622,1405.022006,527.6255708,1004.478,0.525304217,0.375550367,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,527.6565293
svn.nga,SVN,nga,2018,92,478,122.0604575,54.56621005,467.172,0.112884856,0.432053467,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,52.73664395
svn.oil,SVN,oil,2018,4,18,5.306976415,2.054794521,1.940753425,1,0.365698521,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,1.940753425
svn.nuc,SVN,nuc,2018,1505,5776,1996.749876,659.3607306,688,0.958445995,0.330242086,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,659.4108446
svn.wnd,SVN,wnd,2018,1,6,1.326744104,0.684931507,5.238,0.131219696,0.518056772,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0.687328768
svn.sol,SVN,sol,2018,22,255,29.18837028,29.10958904,258,0.112683622,0.996025956,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,29.07237448
svn.hyd,SVN,hyd,2018,404,4704,536.0046179,536.9863014,1343.425,0.415727673,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,558.4989491
svn.ore,SVN,ore,2018,34,135,45.10929953,15.4109589,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
svn.bio,SVN,bio,2018,43,146,57.04999646,16.66666667,43,0.718976319,0.541910318,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,30.91598172
swe.coa,SWE,coa,2018,519,1406,688.5801899,160.5022831,1150,0.12124727,0.202495458,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,139.4343605
swe.nga,SWE,nga,2018,146,376,193.7046392,42.92237443,907,0.070985184,0.332380071,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,64.38356189
swe.oil,SWE,oil,2018,92,307,122.0604575,35.0456621,2460,0.017587333,0.354454186,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,43.26483918
swe.nuc,SWE,nuc,2018,17861,68549,23696.97644,7825.228311,8614,0.909141519,0.330478661,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,7831.345045
swe.wnd,SWE,wnd,2018,1429,16623,1895.917324,1897.60274,7406,0.257934891,1,0,0.044645818,0.0067,0.0067,0.037945818,1270,0.044645818,1910.265803
swe.sol,SWE,sol,2018,35,407,46.43604363,46.46118721,435,0.106020049,0.993166468,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,46.11872132
swe.hyd,SWE,hyd,2018,5349,62210,7096.754211,7101.598174,16333,0.43438982,0.999737164,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,7094.88893
swe.ore,SWE,ore,2018,1498,3287,1987.462667,375.2283105,0,0.408028674,1,0,0.134418348,0.005088889,0.005088889,0.129329459,4353.620072,0.134418348,0
swe.bio,SWE,bio,2018,3407,10195,4520.217162,1163.812785,3708,0.407436864,0.334226396,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,1510.775892
syr.coa,SYR,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
syr.nga,SYR,nga,2018,2441,10502,3238.582357,1198.858447,6625,0.180958565,0.370177553,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,1198.850493
syr.oil,SYR,oil,2018,1939,6954,2572.556817,793.8356164,1567,0.545164968,0.332071773,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,854.2735049
syr.nuc,SYR,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
syr.wnd,SYR,wnd,2018,0,0,0,0,1,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0.346428571
syr.sol,SYR,sol,2018,0,0,0,0,1,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.177419355
syr.hyd,SYR,hyd,2018,65,754,86.23836675,86.07305936,1494,0.05761249,0.998083134,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,86.07306006
syr.ore,SYR,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
syr.bio,SYR,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
tgo.coa,TGO,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
tgo.nga,TGO,nga,2018,37,210,49.08953184,23.97260274,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
tgo.oil,TGO,oil,2018,40,178,53.06976415,20.3196347,158,0.45,0.019565226,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,71.1
tgo.nuc,TGO,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
tgo.wnd,TGO,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
tgo.sol,TGO,sol,2018,0,3,0,0.342465753,3,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.532258065
tgo.hyd,TGO,hyd,2018,0,4,0,0.456621005,55,0.402833333,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,22.15583332
tgo.ore,TGO,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
tgo.bio,TGO,bio,2018,0,0,0,0,0.599931507,1,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0.599931507
tha.coa,THA,coa,2018,8987,36408,11923.44926,4156.164384,4266,0.840664851,0.300775067,0.9,0.085117788,0.053004012,0.0071,0.032113776,1670,0.085117788,3586.276254
tha.nga,THA,nga,2018,21615,115640,28677.5738,13200.91324,26389.73,0.511042124,0.470272128,0.9,0.075104918,0.052334118,0.0029,0.022770799,960,0.075104918,13486.26367
tha.oil,THA,oil,2018,50,177,66.33720519,20.20547945,10784.87,0.45,0.391873423,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,4853.1915
tha.nuc,THA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
tha.wnd,THA,wnd,2018,141,1641,187.0709186,187.3287671,1103,0.169835691,1,0,0.119112656,0,0,0.119112656,1800,0.119112656,187.3287672
tha.sol,THA,sol,2018,390,4537,517.4302005,517.9223744,2967,0.174560962,1,0,0.084853865,0,0,0.084853865,1020,0.084853865,517.9223743
tha.hyd,THA,hyd,2018,650,7565,862.3836675,863.5844749,6850.4,0.255674183,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1751.470423
tha.ore,THA,ore,2018,664,1908,880.9580849,217.8082192,0.114155251,1,1,0,0.189284193,6.22E-04,6.22E-04,0.188661971,4742.222222,0.189284193,0.114155251
tha.bio,THA,bio,2018,7963,14420,10564.8633,1646.118721,1833.441358,1,0.173541418,0,0.187502983,0.121822147,0.012,0.065680836,3460,0.187502983,1833.441358
tjk.coa,TJK,coa,2018,377,1348,500.1825271,153.8812785,146.0880479,1,0.292069475,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,146.0880479
