Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,PrimaryEnergyInputToPower.MWy,PowerOutput.MWy,Capacity.MW,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,CapEx.USD_kW,LCOE.USD_kWh,EffectiveCapacity.MW
dom.oil,DOM,oil,2018,2019,9912,2678.696346,1131.506849,1760.05,0.661628211,0.43472592,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,1164.498733
dom.nuc,DOM,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
dom.wnd,DOM,wnd,2018,43,497,57.04999646,56.73515982,97.8,0.58067438,0.995441856,0,0.086850645,0,0,0.086850645,2200,0.086850645,56.78995436
dom.sol,DOM,sol,2018,20,230,26.53488208,26.25570776,166,0.151221805,0.946030948,0,0.095774271,0,0,0.095774271,1150,0.095774271,25.10281963
dom.hyd,DOM,hyd,2018,153,1780,202.9918479,203.196347,628.7,0.323112925,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,203.1410959
dom.ore,DOM,ore,2018,0,0,0,0,0,0.422222222,1,0,0.175056456,6.22E-04,6.22E-04,0.174434234,5095.555556,0.175056456,0
dom.bio,DOM,bio,2018,80,209,106.1395283,23.85844749,23.23115297,1,0.218873716,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,23.23115297
dza.coa,DZA,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
dza.nga,DZA,nga,2018,16149,75502,21425.59053,8618.949772,20041.5,0.474797251,0.444125406,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,9515.649106
dza.oil,DZA,oil,2018,228,378,302.4976557,43.15068493,690.5,0.05630218,0.128518865,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,38.87665529
dza.nuc,DZA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
dza.wnd,DZA,wnd,2018,1,11,1.326744104,1.255707763,10,0.048515982,0.36567701,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0.48515982
dza.sol,DZA,sol,2018,56,655,74.29766981,74.7716895,435,0.174972445,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,76.11301358
dza.hyd,DZA,hyd,2018,10,117,13.26744104,13.35616438,276,0.04632387,0.963666474,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,12.78538812
dza.ore,DZA,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
dza.bio,DZA,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
ecu.coa,ECU,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
ecu.nga,ECU,nga,2018,428,1529,567.8464764,174.543379,677,0.42522858,0.506967571,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,287.8797487
ecu.oil,ECU,oil,2018,1513,6479,2007.363829,739.6118721,2718.15,0.287493622,0.389292054,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,781.4507886
ecu.nuc,ECU,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
ecu.wnd,ECU,wnd,2018,7,80,9.287208727,9.132420091,21.15,0.433196239,0.98652897,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,9.162100455
ecu.sol,ECU,sol,2018,3,38,3.980232311,4.337899543,27.63,0.157330147,1,0,0.098214947,0,0,0.098214947,1130,0.098214947,4.347031962
ecu.hyd,ECU,hyd,2018,1778,20678,2358.951017,2360.502283,5066.4,0.465914523,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,2360.509339
ecu.ore,ECU,ore,2018,22,46,29.18837028,5.251141553,0,0.394365079,1,0,0.164081806,0.002562698,0.002562698,0.161519107,4719.126984,0.164081806,0
ecu.bio,ECU,bio,2018,65,382,86.23836675,43.60730594,151.56,0.322445652,0.566683541,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,48.86986302
egy.coa,EGY,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
egy.nga,EGY,nga,2018,31780,155164,42163.92762,17712.78539,46598,0.376783879,0.416407488,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,17557.37519
egy.oil,EGY,oil,2018,6020,23103,7986.999505,2637.328767,4926,0.53076446,0.327350181,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,2614.54573
egy.nuc,EGY,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
egy.wnd,EGY,wnd,2018,203,2360,269.3290531,269.4063927,1125,0.338287286,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,380.5731968
egy.sol,EGY,sol,2018,47,543,62.35697288,61.98630137,771,0.078022094,0.964688173,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,60.15503447
egy.hyd,EGY,hyd,2018,1109,12899,1471.359211,1472.488584,2832,0.549867617,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1557.225091
egy.ore,EGY,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
egy.bio,EGY,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
eri.coa,ERI,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
eri.nga,ERI,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
eri.oil,ERI,oil,2018,123,451,163.1895248,51.48401826,159,0.320756512,0.312521808,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,51.00028541
eri.nuc,ERI,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
eri.wnd,ERI,wnd,2018,0,2,0,0.228310502,1,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0.346428571
eri.sol,ERI,sol,2018,4,43,5.306976415,4.908675799,10,0.023972603,0.045171866,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.23972603
eri.hyd,ERI,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
eri.ore,ERI,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
eri.bio,ERI,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
esp.coa,ESP,coa,2018,9207,38716,12215.33296,4419.634703,10374.285,0.407947609,0.346463316,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,4232.164761
esp.nga,ESP,nga,2018,8979,58004,11912.83531,6621.461187,32486.06,0.203558971,0.55510118,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,6612.828945
esp.oil,ESP,oil,2018,2948,14498,3911.241618,1655.022831,4224.03,0.390270898,0.421481499,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,1648.515981
esp.nuc,ESP,nuc,2018,14530,55766,19277.59183,6365.981735,7121,0.89119364,0.329200346,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,6346.18991
esp.wnd,ESP,wnd,2018,4376,50896,5805.832198,5810.045662,23545.3905,0.246510434,0.999716187,0,0.054764969,0,0,0.054764969,1510,0.054764969,5804.184431
esp.sol,ESP,sol,2018,2589,12744,3434.940485,1454.794521,7015.6479,0.207246996,0.423288834,0,0.046315343,0,0,0.046315343,820,0.046315343,1453.971952
esp.hyd,ESP,hyd,2018,2952,34334,3916.548594,3919.406393,20386.6512,0.218148752,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,4447.322517
esp.ore,ESP,ore,2018,776,2710,1029.553425,309.3607306,15.75342466,1,0.015301221,0,0.120693387,6.22E-04,6.22E-04,0.120071165,4415.555556,0.120693387,15.75342466
esp.bio,ESP,bio,2018,1210,4221,1605.360366,481.8493151,1455,0.520085652,0.47137368,0,0.165844203,0.112022147,0.0022,0.053822056,2480,0.165844203,756.7246237
est.coa,EST,coa,2018,221,753,293.2104469,85.95890411,1090.011358,1,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,1090.011358
est.nga,EST,nga,2018,13,58,17.24767335,6.621004566,867.5,0.605238095,0.421375741,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,525.0440474
est.oil,EST,oil,2018,2325,9463,3084.680041,1080.251142,615,0.017501151,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,10.76320787
est.nuc,EST,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
est.wnd,EST,wnd,2018,55,636,72.97092571,72.60273973,311,0.233449324,0.994954347,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,72.60273976
est.sol,EST,sol,2018,3,31,3.980232311,3.538812785,10.1,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.791935486
est.hyd,EST,hyd,2018,1,15,1.326744104,1.712328767,7,0.244618395,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1.712328765
est.ore,EST,ore,2018,59,181,78.27790212,20.66210046,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
est.bio,EST,bio,2018,420,1223,557.2325236,139.6118721,386,0.317239543,0.219754695,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,122.4544636
eth.coa,ETH,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
eth.nga,ETH,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
eth.oil,ETH,oil,2018,1,5,1.326744104,0.570776256,152.3,0.45,0.379271591,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,68.535
eth.nuc,ETH,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
eth.wnd,ETH,wnd,2018,46,533,61.03022877,60.84474886,324,0.202751811,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,65.69158676
eth.sol,ETH,sol,2018,2,20,2.653488208,2.283105023,12.36631279,1,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,12.36631279
eth.hyd,ETH,hyd,2018,1119,13018,1484.626652,1486.073059,3817,0.442367787,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1688.517843
eth.ore,ETH,ore,2018,0,0,0,0,7.3,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,2.921252176
eth.bio,ETH,bio,2018,0,0,0,0,300,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,231.5454546
fin.coa,FIN,coa,2018,2667,10069,3538.426525,1149.429224,4126.8857,0.275070463,0.320816146,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,1135.18436
fin.nga,FIN,nga,2018,828,4194,1098.544118,478.7671233,2352,0.202683813,0.433949189,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,476.7123282
fin.oil,FIN,oil,2018,64,265,84.91162264,30.25114155,1860.1143,0.012508597,0.274019261,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,23.26742015
fin.nuc,FIN,nuc,2018,5939,22793,7879.533232,2601.940639,2779,0.936787181,0.330391598,0,0.118981111,0.004,0.004,0.114981111,7610,0.118981111,2603.331576
fin.wnd,FIN,wnd,2018,502,5839,666.0255401,666.5525114,2041,0.327574433,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,668.5794178
fin.sol,FIN,sol,2018,8,90,10.61395283,10.2739726,125,0.148294338,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,18.53679225
fin.hyd,FIN,hyd,2018,1144,13301,1517.795255,1518.378995,3274,0.463405247,0.999600423,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1517.188779
fin.ore,FIN,ore,2018,583,1610,773.4918125,183.7899543,11.07305936,1,0.014315678,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,11.07305936
fin.bio,FIN,bio,2018,2552,11821,3385.850953,1349.429224,1848.8,0.818580051,0.446975021,0,0.13724391,0.110622147,8.00E-04,0.026621763,1260,0.13724391,1513.390798
fra.coa,FRA,coa,2018,2591,10646,3437.593973,1215.296804,2997,0.401622863,0.350147147,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,1203.66372
fra.nga,FRA,nga,2018,5159,30588,6844.672832,3491.780822,12146.2,0.287011448,0.50931557,0.9,0.06854142,0.047141438,0.0032,0.021399981,950,0.06854142,3486.09845
fra.oil,FRA,oil,2018,1473,6001,1954.294065,685.0456621,3497.6,0.207382401,0.371152273,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,725.3406857
fra.nuc,FRA,nuc,2018,107596,412942,142752.3586,47139.49772,63130,0.746704835,0.330218546,0,0.32943784,0.0034,0.0034,0.32603784,9420,0.32943784,47139.47623
fra.wnd,FRA,wnd,2018,2459,28599,3262.463751,3264.726027,15134,0.216609683,1,0,0.06405833,0.0069,0.0069,0.05715833,1600,0.06405833,3278.170943
fra.sol,FRA,sol,2018,909,10569,1206.01039,1206.506849,8545,0.141013612,0.999130126,0,0.055417871,0,0,0.055417871,830,0.055417871,1204.961315
fra.hyd,FRA,hyd,2018,5613,65285,7447.014655,7452.625571,25536,0.315408886,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,8054.281313
fra.ore,FRA,ore,2018,2996,7575,3974.925335,864.7260274,234,0.604662169,0.035595876,0,0.132957313,0.005222222,0.005222222,0.127735091,4482.222222,0.132957313,141.4909475
fra.bio,FRA,bio,2018,1518,3767,2013.99755,430.0228311,2047,0.597727234,0.607521915,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,1223.547648
gab.coa,GAB,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
gab.nga,GAB,nga,2018,331,1115,439.1522984,127.283105,207.83,0.666515891,0.315430429,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,138.5219976
gab.oil,GAB,oil,2018,70,230,92.87208727,26.25570776,233.17,0.106039883,0.266229826,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,24.72531952
gab.nuc,GAB,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
gab.wnd,GAB,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
gab.sol,GAB,sol,2018,0,2,0,0.228310502,1,0.228310502,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.228310502
gab.hyd,GAB,hyd,2018,78,901,103.4860401,102.8538813,331,0.291328684,0.931814517,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,96.4297944
gab.ore,GAB,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
gab.bio,GAB,bio,2018,8,11,10.61395283,1.255707763,4,0.300245434,0.113151222,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,1.200981736
gbr.coa,GBR,coa,2018,4284,17606,5683.771741,2009.817352,14494,0.136849831,0.348976268,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,1983.501451
gbr.nga,GBR,nga,2018,21157,131490,28069.925,15010.27397,33233,0.452494231,0.535724295,0.9,0.068886775,0.047641438,0.0037,0.021245337,990,0.068886775,15037.74078
gbr.oil,GBR,oil,2018,420,1074,557.2325236,122.6027397,2528,0.047056226,0.213480251,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,118.9581393
gbr.nuc,GBR,nuc,2018,16953,65064,22492.29279,7427.39726,8923,0.836508156,0.33185422,0,0.363462361,0.004,0.004,0.359462361,10340,0.363462361,7464.162276
gbr.wnd,GBR,wnd,2018,4893,56904,6491.7589,6495.890411,22395,0.292225482,1,0,0.0698744,0.007,0.007,0.0628744,1690,0.0698744,6544.389669
gbr.sol,GBR,sol,2018,1106,12857,1467.378979,1467.694064,13054,0.112919758,1,0,0.083388551,0,0,0.083388551,870,0.083388551,1474.054521
gbr.hyd,GBR,hyd,2018,472,5490,626.223217,626.7123288,4367,0.205681633,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,898.2116913
gbr.ore,GBR,ore,2018,4470,16910,5930.546144,1930.365297,20,0.053078196,1,0,0.155481813,0.005288889,0.005288889,0.150192924,4568.888889,0.155481813,1.06156392
gbr.bio,GBR,bio,2018,4117,23532,5462.205475,2686.30137,7429,0.605437366,0.823439215,0,0.186905652,0.112522147,0.0027,0.074383505,3500,0.186905652,4497.794192
geo.coa,GEO,coa,2018,9,12,11.94069693,1.369863014,272,0.65875,0.133578705,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,179.18
geo.nga,GEO,nga,2018,415,2103,550.5988031,240.0684932,652.4,0.367614834,0.435583798,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,239.8319177
geo.oil,GEO,oil,2018,0,0,0,0,0,0.45,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,0
geo.nuc,GEO,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
geo.wnd,GEO,wnd,2018,7,84,9.287208727,9.589041096,21,0.458251794,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,9.623287674
geo.sol,GEO,sol,2018,0,0,0,0,0,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0
geo.hyd,GEO,hyd,2018,855,9949,1134.366209,1135.730594,3285.29,0.345715677,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1135.776256
geo.ore,GEO,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
geo.bio,GEO,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
gha.coa,GHA,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
gha.nga,GHA,nga,2018,1201,6206,1593.419669,708.4474886,1406.6667,0.68578617,0.60541023,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,964.6725687
gha.oil,GHA,oil,2018,1,6,1.326744104,0.684931507,1859.3333,0.107236086,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,199.3876257
gha.nuc,GHA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
gha.wnd,GHA,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
gha.sol,GHA,sol,2018,3,33,3.980232311,3.767123288,63,0.059795608,0.946458144,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,3.767123304
gha.hyd,GHA,hyd,2018,517,6017,685.9267017,686.8721461,1580,0.434729206,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,686.8721455
gha.ore,GHA,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
gha.bio,GHA,bio,2018,0,0,0,0,0.00913242,1,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0.00913242
grc.coa,GRC,coa,2018,4409,17185,5849.614754,1961.757991,3654,0.559431867,0.349452764,0.9,0.09910835,0.048104012,0.0022,0.051004338,2700,0.09910835,2044.164042
grc.nga,GRC,nga,2018,2693,14080,3572.921872,1607.305936,3930,0.396464382,0.436087068,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,1558.105021
grc.oil,GRC,oil,2018,1309,5547,1736.708032,633.2191781,2516,0.217242978,0.31472379,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,546.5833326
grc.nuc,GRC,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
grc.wnd,GRC,wnd,2018,542,6300,719.0953043,719.1780822,2844,0.252885992,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,719.2077612
grc.sol,GRC,sol,2018,326,3791,432.5185778,432.7625571,2651.6,0.163252686,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,432.8808222
grc.hyd,GRC,hyd,2018,494,5743,655.4115873,655.5936073,3392,0.195675831,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,663.7324188
grc.ore,GRC,ore,2018,119,588,157.8825484,67.12328767,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
grc.bio,GRC,bio,2018,5,12,6.633720519,1.369863014,105,0.353109372,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,37.07648406
gtm.coa,GTM,coa,2018,1089,4163,1444.824329,475.2283105,770.0745,0.751694958,0.400644637,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,578.8611189
gtm.nga,GTM,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
gtm.oil,GTM,oil,2018,250,1202,331.686026,137.2146119,999.48,0.059775878,0.180124545,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,59.74479454
gtm.nuc,GTM,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
gtm.wnd,GTM,wnd,2018,27,320,35.8220908,36.52968037,107.4,0.339595929,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,36.47260277
gtm.sol,GTM,sol,2018,18,205,23.88139387,23.40182648,92.5,0.257726151,0.998252827,0,0.082061864,0,0,0.082061864,1100,0.082061864,23.83966897
gtm.hyd,GTM,hyd,2018,457,5311,606.3220554,606.2785388,1499.1,0.404453913,0.999991432,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,606.316861
gtm.ore,GTM,ore,2018,266,327,352.9139316,37.32876712,49.2,0.6879072,0.095901667,0,0.153313083,0.002562698,0.002562698,0.150750385,4699.126984,0.153313083,33.84503424
gtm.bio,GTM,bio,2018,1210,2597,1605.360366,296.4611872,556.0455,0.491526187,0.170248955,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,273.3109244
hkg.coa,HKG,coa,2018,5375,23271,7131.249558,2656.506849,6663,0.408345384,0.381532756,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,2720.805294
hkg.nga,HKG,nga,2018,2242,12904,2974.560281,1473.059361,3755,0.369914802,0.466969888,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,1389.030082
hkg.oil,HKG,oil,2018,77,286,102.159296,32.64840183,300,0.151084589,0.443673542,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,45.3253767
hkg.nuc,HKG,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
hkg.wnd,HKG,wnd,2018,0,1,0,0.114155251,0.216894977,1,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0.216894977
hkg.sol,HKG,sol,2018,0,1,0,0.114155251,0.09760274,1,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.09760274
hkg.hyd,HKG,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
hkg.ore,HKG,ore,2018,94,91,124.7139458,10.38812785,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
hkg.bio,HKG,bio,2018,0,0,0,0,18.93686073,1,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,18.93686073
hnd.coa,HND,coa,2018,0,0,0,0,60.71488584,1,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,60.71488584
hnd.nga,HND,nga,2018,0,0,0,0,72.5,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,43.87976189
hnd.oil,HND,oil,2018,875,3128,1160.901091,357.0776256,987.8,0.339744992,0.289085871,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,335.6001031
hnd.nuc,HND,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
hnd.wnd,HND,wnd,2018,80,929,106.1395283,106.0502283,225,0.471182141,0.998835999,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,106.0159817
hnd.sol,HND,sol,2018,85,993,112.7732488,113.3561644,510.8,0.221869715,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,113.3310504
hnd.hyd,HND,hyd,2018,280,3262,371.4883491,372.3744292,705.9,0.530822257,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,374.7074312
hnd.ore,HND,ore,2018,255,297,338.3197465,33.90410959,35,0.969072733,0.100252929,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,33.91754566
hnd.bio,HND,bio,2018,405,917,537.331362,104.6803653,105.5,0.583046593,0.114475759,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,61.51141556
