CountryCode,Sector,SubsectorCode,FuelType,Scenario,Model,CTScenarioRate,Year,Time,el_inc,el_dem,el_cons,eff,EmissionsFactor,ProportionOfMaxCTaxRate,BaseYearEnergy,GDPFactor,BaseYearPrice,BaselinePrice,BaseYearEmissions,CTRate,FuelPrice,PriceChangeFactor,IncomeEffect,EfficiencyEffect,PriceEffect,TotalEffect,EnergyConsumption,Emissions,SensitivityPerDolPerT,DeltaPerDolPerT
CHN,ind,ftr,coa,CarbonTax,R,60,2021,3,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.1724711265770138,4.295530593,2.191060858,804.9435837696,60,7.867060858,1.8314526430844584,1.0828070587953396,0.989580822460902,0.7344702283127049,0.7870032846996294,6696.545924149751,633.4932444245665,-0.012035020784076826,-102.40499747015245
CHN,ind,ftr,coa,CarbonTax,R,80,2021,3,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.1724711265770138,4.295530593,2.191060858,804.9435837696,80,9.759060858000002,2.2719104536010932,1.0828070587953396,0.989580822460902,0.6580221047357202,0.7050872014535776,5999.528740043559,567.5554188081207,-0.012035020784076826,-102.40499747015245
CHN,ind,ftr,coa,CarbonTax,R,100,2021,3,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.1724711265770138,4.295530593,2.191060858,804.9435837696,100,11.651060858000001,2.7123682641177274,1.0828070587953396,0.989580822460902,0.6011629214462855,0.6441611594042986,5481.114082199542,518.5133921760768,-0.012035020784076826,-102.40499747015245
CHN,ind,ftr,coa,CarbonTax,R,0,2022,4,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.239369827006114,4.295530593,2.146641111,804.9435837696,0,2.146641111,0.49973828949051563,1.1132698805797783,0.986131943661884,1.4244304885690309,1.5637839350990919,13306.108297674318,1258.7578449599905,-0.012330479984392058,-104.91903539361378
CHN,ind,ftr,coa,CarbonTax,R,20,2022,4,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.239369827006114,4.295530593,2.146641111,804.9435837696,20,4.0386411110000004,0.9401961000071501,1.1132698805797783,0.986131943661884,1.0319498514348904,1.1329065282244346,9639.808043392726,911.9258409049519,-0.012330479984392058,-104.91903539361378
CHN,ind,ftr,coa,CarbonTax,R,40,2022,4,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.239369827006114,4.295530593,2.146641111,804.9435837696,40,5.930641111,1.3806539105237843,1.1132698805797783,0.986131943661884,0.8483142025652686,0.9313056218142546,7924.402587821795,749.6484848079418,-0.012330479984392058,-104.91903539361378
CHN,ind,ftr,coa,CarbonTax,R,60,2022,4,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.239369827006114,4.295530593,2.146641111,804.9435837696,60,7.822641111,1.8211117210404189,1.1132698805797783,0.986131943661884,0.7365942753860134,0.8086560234271354,6880.787288946215,650.922477534312,-0.012330479984392058,-104.91903539361378
CHN,ind,ftr,coa,CarbonTax,R,80,2022,4,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.239369827006114,4.295530593,2.146641111,804.9435837696,80,9.714641111,2.261569531557053,1.1132698805797783,0.986131943661884,0.6595548652008684,0.7240797713854754,6161.134948351979,582.8433661140972,-0.012330479984392058,-104.91903539361378
CHN,ind,ftr,coa,CarbonTax,R,100,2022,4,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.239369827006114,4.295530593,2.146641111,804.9435837696,100,11.606641111000002,2.702027342073688,1.1132698805797783,0.986131943661884,0.6023351849863274,0.6612622331418955,5626.625705673637,532.278791756726,-0.012330479984392058,-104.91903539361378
CHN,ind,ftr,coa,CarbonTax,R,0,2023,5,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3088441465247902,4.295530593,2.109770447,804.9435837696,0,2.109770447,0.4911547948088377,1.1440472658613323,0.9826950848663869,1.437072312401372,1.6156280083392105,13747.24523330978,1300.4893990711053,-0.01262720547188025,-107.44384805000412
CHN,ind,ftr,coa,CarbonTax,R,20,2023,5,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3088441465247902,4.295530593,2.109770447,804.9435837696,20,4.001770447,0.9316126053254722,1.1440472658613323,0.9826950848663869,1.036788015284265,1.1656085374052056,9918.0667375411,938.249113371388,-0.01262720547188025,-107.44384805000412
CHN,ind,ftr,coa,CarbonTax,R,40,2023,5,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3088441465247902,4.295530593,2.109770447,804.9435837696,40,5.893770447,1.3720704158421064,1.1440472658613323,0.9826950848663869,0.8510166084061518,0.956755102883651,8140.9501195033645,770.1338813050183,-0.01262720547188025,-107.44384805000412
CHN,ind,ftr,coa,CarbonTax,R,60,2023,5,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3088441465247902,4.295530593,2.109770447,804.9435837696,60,7.785770447,1.812528226358741,1.1440472658613323,0.9826950848663869,0.7383712240724414,0.8301135717866083,7063.367795028494,668.1945934096955,-0.01262720547188025,-107.44384805000412
CHN,ind,ftr,coa,CarbonTax,R,80,2023,5,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3088441465247902,4.295530593,2.109770447,804.9435837696,80,9.677770447,2.2529860368753756,1.1440472658613323,0.9826950848663869,0.6608351952814867,0.7429437204930888,6321.64673269373,598.0277809128269,-0.01262720547188025,-107.44384805000412
CHN,ind,ftr,coa,CarbonTax,R,100,2023,5,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3088441465247902,4.295530593,2.109770447,804.9435837696,100,11.569770447,2.6934438473920097,1.1440472658613323,0.9826950848663869,0.6033133811284681,0.6782748425012739,5771.384593062752,545.9729825037364,-0.01262720547188025,-107.44384805000412
CHN,ind,ftr,coa,CarbonTax,R,0,2024,6,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3808928441527688,4.295530593,2.07507832,804.9435837696,0,2.07507832,0.48307846378315855,1.1751139707078495,0.9792702041823952,1.4492756149256303,1.6677598530544737,14190.830792650417,1342.4525929847296,-0.012924895076794014,-109.97686430190943
CHN,ind,ftr,coa,CarbonTax,R,20,2024,6,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3808928441527688,4.295530593,2.07507832,804.9435837696,20,3.9670783199999997,0.9235362742997929,1.1751139707078495,0.9792702041823952,1.0414021773014863,1.1983978232298211,10197.068061440801,964.6426386122998,-0.012924895076794014,-109.97686430190943
CHN,ind,ftr,coa,CarbonTax,R,40,2024,6,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3808928441527688,4.295530593,2.07507832,804.9435837696,40,5.85907832,1.3639940848164274,1.1751139707078495,0.9792702041823952,0.8535827535135119,0.9822638516156765,8358.001954829315,790.6669849268532,-0.012924895076794014,-109.97686430190943
CHN,ind,ftr,coa,CarbonTax,R,60,2024,6,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3808928441527688,4.295530593,2.07507832,804.9435837696,60,7.7510783199999995,1.8044518953330617,1.1751139707078495,0.9792702041823952,0.740054821696972,0.8516211188366207,7246.373735837483,685.5069554102259,-0.012924895076794014,-109.97686430190943
CHN,ind,ftr,coa,CarbonTax,R,80,2024,6,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3808928441527688,4.295530593,2.07507832,804.9435837696,80,9.64307832,2.2449097058496963,1.1751139707078495,0.9792702041823952,0.6620466196188655,0.7618528606150797,6482.543043642958,613.2485719286238,-0.012924895076794014,-109.97686430190943
CHN,ind,ftr,coa,CarbonTax,R,100,2024,6,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.3808928441527688,4.295530593,2.07507832,804.9435837696,100,11.53507832,2.6853675163663304,1.1751139707078495,0.9792702041823952,0.6042380875327134,0.6953294554156876,5916.500885231161,559.7009837428678,-0.012924895076794014,-109.97686430190943
CHN,ind,ftr,coa,CarbonTax,R,0,2025,7,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.4555451872526555,4.295530593,2.048926594,804.9435837696,0,2.048926594,0.47699033906054183,1.2064597744030487,0.9758572598638949,1.4586802832190289,1.7173517476979825,14612.80412669133,1382.371270385,-0.01322341535989069,-112.51694872583919
CHN,ind,ftr,coa,CarbonTax,R,20,2025,7,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.4555451872526555,4.295530593,2.048926594,804.9435837696,20,3.9409265940000004,0.9174481495771762,1.2064597744030487,0.9758572598638949,1.0449209104995176,1.2302193787746292,10467.835048347368,990.2571955736611,-0.01322341535989069,-112.51694872583919
CHN,ind,ftr,coa,CarbonTax,R,40,2025,7,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.4555451872526555,4.295530593,2.048926594,804.9435837696,40,5.832926594,1.3579059600938106,1.2064597744030487,0.9758572598638949,0.8555323889145375,1.0072461115826266,8570.573940753846,810.7762947953138,-0.01322341535989069,-112.51694872583919
CHN,ind,ftr,coa,CarbonTax,R,60,2025,7,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.4555451872526555,4.295530593,2.048926594,804.9435837696,60,7.724926594,1.798363770610445,1.2064597744030487,0.9758572598638949,0.7413314965664326,0.872793686113571,7426.529361434854,702.5496775917372,-0.01322341535989069,-112.51694872583919
CHN,ind,ftr,coa,CarbonTax,R,80,2025,7,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.4555451872526555,4.295530593,2.048926594,804.9435837696,80,9.616926594,2.2388215811270795,1.2064597744030487,0.9758572598638949,0.6629641781019778,0.7805292928290234,6641.459262229869,628.2820462069456,-0.01322341535989069,-112.51694872583919
CHN,ind,ftr,coa,CarbonTax,R,100,2025,7,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.4555451872526555,4.295530593,2.048926594,804.9435837696,100,11.508926594000002,2.679279391643714,1.2064597744030487,0.9758572598638949,0.6049379331355844,0.7122131070604222,6060.162482081374,573.291370804898,-0.01322341535989069,-112.51694872583919
CHN,ind,ftr,coa,CarbonTax,R,0,2026,8,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.5342333049992871,4.295530593,2.014128733,804.9435837696,0,2.014128733,0.46888939314789796,1.238641717769625,0.972456210310365,1.4714790783244232,1.7724330878364758,15081.486698889123,1426.708641714911,-0.013528830426959747,-115.11570029691529
CHN,ind,ftr,coa,CarbonTax,R,20,2026,8,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.5342333049992871,4.295530593,2.014128733,804.9435837696,20,3.906128733,0.9093472036645324,1.238641717769625,0.972456210310365,1.0496580355634544,1.2643391676792308,10758.157513023183,1017.7217007319931,-0.013528830426959747,-115.11570029691529
CHN,ind,ftr,coa,CarbonTax,R,40,2026,8,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.5342333049992871,4.295530593,2.014128733,804.9435837696,40,5.798128733,1.3498050141811668,1.238641717769625,0.972456210310365,0.8581471630288089,1.0336595663441164,8795.323844934075,832.0376357307636,-0.013528830426959747,-115.11570029691529
CHN,ind,ftr,coa,CarbonTax,R,60,2026,8,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.5342333049992871,4.295530593,2.014128733,804.9435837696,60,7.690128733,1.7902628246978012,1.238641717769625,0.972456210310365,0.7430404133312185,0.8950106281413135,7615.571485496296,720.4330625279497,-0.013528830426959747,-115.11570029691529
CHN,ind,ftr,coa,CarbonTax,R,80,2026,8,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.5342333049992871,4.295530593,2.014128733,804.9435837696,80,9.582128733000001,2.230720635214436,1.238641717769625,0.972456210310365,0.6641909530744704,0.8000344953673107,6807.427419030301,643.9826338402665,-0.013528830426959747,-115.11570029691529
CHN,ind,ftr,coa,CarbonTax,R,100,2026,8,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.5342333049992871,4.295530593,2.014128733,804.9435837696,100,11.474128733,2.67117844573107,1.238641717769625,0.972456210310365,0.6058728898446952,0.7297889401231987,6209.7137934269085,587.4389248581856,-0.013528830426959747,-115.11570029691529
CHN,ind,ftr,coa,CarbonTax,R,0,2027,9,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.6171753750991227,4.295530593,1.99236902,804.9435837696,0,1.99236902,0.46382372954036605,1.2716821045761093,0.96906701406627,1.4796533731356711,1.8234437023406715,15515.53180300431,1467.769308564208,-0.013841299523616022,-117.77447402291688
CHN,ind,ftr,coa,CarbonTax,R,20,2027,9,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.6171753750991227,4.295530593,1.99236902,804.9435837696,20,3.8843690200000003,0.9042815400570005,1.2716821045761093,0.96906701406627,1.0526527532470185,1.297231546596723,11038.036047532209,1044.198210096547,-0.013841299523616022,-117.77447402291688
CHN,ind,ftr,coa,CarbonTax,R,40,2027,9,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.6171753750991227,4.295530593,1.99236902,804.9435837696,40,5.776369020000001,1.344739350573635,1.2716821045761093,0.96906701406627,0.8597943007931378,1.0595633623077585,9015.73710451347,852.8887300869743,-0.013841299523616022,-117.77447402291688
CHN,ind,ftr,coa,CarbonTax,R,60,2027,9,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.6171753750991227,4.295530593,1.99236902,804.9435837696,60,7.66836902,1.7851971610902693,1.2716821045761093,0.96906701406627,0.7441149745541604,0.9170065022004052,7802.73256047801,738.1385002212197,-0.013841299523616022,-117.77447402291688
CHN,ind,ftr,coa,CarbonTax,R,80,2027,9,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.6171753750991227,4.295530593,1.99236902,804.9435837696,80,9.56036902,2.2256549716069034,1.2716821045761093,0.96906701406627,0.6649615010258179,0.8194621006235832,6972.735306969466,659.6207600393116,-0.013841299523616022,-117.77447402291688
CHN,ind,ftr,coa,CarbonTax,R,100,2027,9,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.6171753750991227,4.295530593,1.99236902,804.9435837696,100,11.45236902,2.666112782123538,1.2716821045761093,0.96906701406627,0.6064597133526763,0.7473677045677037,6359.290047657369,601.5888385083871,-0.013841299523616022,-117.77447402291688
CHN,ind,ftr,coa,CarbonTax,R,0,2028,10,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7046013701470277,4.295530593,1.966431605,804.9435837696,0,1.966431605,0.4577854964423949,1.3056038335371982,0.9656896298205553,1.4895749666885096,1.8780681577896996,15980.326781129084,1511.7389134948114,-0.014160985573496179,-120.49465620760695
CHN,ind,ftr,coa,CarbonTax,R,20,2028,10,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7046013701470277,4.295530593,1.966431605,804.9435837696,20,3.858431605,0.8982433069590293,1.3056038335371982,0.9656896298205553,1.0562556989714513,1.3317357226620257,11331.629230798826,1071.972125233569,-0.014160985573496179,-120.49465620760695
CHN,ind,ftr,coa,CarbonTax,R,40,2028,10,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7046013701470277,4.295530593,1.966431605,804.9435837696,40,5.750431605,1.3387011174756638,1.3056038335371982,0.9656896298205553,0.8617699592413897,1.086526530040313,9245.164470945005,874.59255895139745,-0.014160985573496179,-120.49465620760695
CHN,ind,ftr,coa,CarbonTax,R,60,2028,10,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7046013701470277,4.295530593,1.966431605,804.9435837696,60,7.6424316050000005,1.7791589279922984,1.3056038335371982,0.9656896298205553,0.7454018742352095,0.9398087078961033,7996.754644733261,756.4929893917665,-0.014160985573496179,-120.49465620760695
CHN,ind,ftr,coa,CarbonTax,R,80,2028,10,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7046013701470277,4.295530593,1.966431605,804.9435837696,80,9.534431605,2.2196167385089325,1.3056038335371982,0.9656896298205553,0.6658834553370059,0.8395512426256573,7143.672156419847,675.7913859973175,-0.014160985573496179,-120.49465620760695
CHN,ind,ftr,coa,CarbonTax,R,100,2028,10,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7046013701470277,4.295530593,1.966431605,804.9435837696,100,11.426431605000001,2.660074549025567,1.3056038335371982,0.9656896298205553,0.6071614059199519,0.7655140080878778,6513.695444990348,616.1955890960869,-0.014160985573496179,-120.49465620760695
CHN,ind,ftr,coa,CarbonTax,R,0,2029,11,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7967536952688423,4.295530593,1.943671763,804.9435837696,0,1.943671763,0.45248700269238196,1.3404304141837584,0.9623240164061428,1.4984452674097033,1.9328870761440318,16446.776428047786,1555.8650500933206,-0.014488055263208245,-123.27766517356088
CHN,ind,ftr,coa,CarbonTax,R,20,2029,11,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7967536952688423,4.295530593,1.943671763,804.9435837696,20,3.835671763,0.8929448132090164,1.3404304141837584,0.9623240164061428,1.0594475093621387,1.3666114093302788,11628.383567090257,1100.0450854467383,-0.014488055263208245,-123.27766517356088
CHN,ind,ftr,coa,CarbonTax,R,40,2029,11,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7967536952688423,4.295530593,1.943671763,804.9435837696,40,5.727671763,1.3334026237256509,1.3404304141837584,0.9623240164061428,0.8635146982409238,1.1138721157133449,9477.845800035162,896.6042126833264,-0.014488055263208245,-123.27766517356088
CHN,ind,ftr,coa,CarbonTax,R,60,2029,11,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7967536952688423,4.295530593,1.943671763,804.9435837696,60,7.619671763,1.7738604342422852,1.3404304141837584,0.9623240164061428,0.7465365614697779,0.962978697265559,8193.906169880758,775.1435236707198,-0.014488055263208245,-123.27766517356088
CHN,ind,ftr,coa,CarbonTax,R,80,2029,11,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7967536952688423,4.295530593,1.943671763,804.9435837696,80,9.511671763,2.21431824475892,1.3404304141837584,0.9623240164061428,0.6666955869452819,0.859989558348316,7317.580096208551,692.2430771013289,-0.014488055263208245,-123.27766517356088
CHN,ind,ftr,coa,CarbonTax,R,100,2029,11,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.7967536952688423,4.295530593,1.943671763,804.9435837696,100,11.403671763,2.654776055275554,1.3404304141837584,0.9623240164061428,0.6077791188126367,0.7839915340611167,6670.919186809531,631.0689550721817,-0.014488055263208245,-123.27766517356088
CHN,ind,ftr,coa,CarbonTax,R,0,2030,12,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.8938878602354905,4.295530593,1.920848737,804.9435837696,0,1.920848737,0.44717379970013876,1.3761859831561614,0.95897013279943,1.5074991000058549,1.9894786042072445,16928.30906451925,1601.4180375035212,-0.014822679129243224,-126.1249520016902
CHN,ind,ftr,coa,CarbonTax,R,20,2030,12,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.8938878602354905,4.295530593,1.920848737,804.9435837696,20,3.8128487370000004,0.8876316102167732,1.3761859831561614,0.95897013279943,1.0626770279369908,1.4024374609941568,11933.224480606503,1128.8830358653752,-0.014822679129243224,-126.1249520016902
CHN,ind,ftr,coa,CarbonTax,R,40,2030,12,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.8938878602354905,4.295530593,1.920848737,804.9435837696,40,5.704848737000001,1.3280894207334077,1.3761859831561614,0.95897013279943,0.8652748250634098,1.1419215780733365,9716.516357697554,919.1824474381887,-0.014822679129243224,-126.1249520016902
CHN,ind,ftr,coa,CarbonTax,R,60,2030,12,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.8938878602354905,4.295530593,1.920848737,804.9435837696,60,7.596848737,1.7685472312500419,1.3761859831561614,0.95897013279943,0.7476795495502114,0.9867285934881678,8395.99207452751,794.2608502503025,-0.014822679129243224,-126.1249520016902
CHN,ind,ftr,coa,CarbonTax,R,80,2030,12,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.8938878602354905,4.295530593,1.920848737,804.9435837696,80,9.488848737000001,2.2090050417666767,1.3761859831561614,0.95897013279943,0.6675129250840781,0.8809309952366864,7495.7690524264135,709.0997523595388,-0.014822679129243224,-126.1249520016902
CHN,ind,ftr,coa,CarbonTax,R,100,2030,12,0.5,-0.3,-0.3,0.005,0.0946,1,8508.917376,1.8938878602354905,4.295530593,1.920848737,804.9435837696,100,11.380848737,2.649462852283311,1.3761859831561614,0.95897013279943,0.6084004187464409,0.802918964185167,6831.971125875089,646.3044685077834,-0.014822679129243224,-126.1249520016902
