Item code,ISO code,Unit,Year,Value,Source Code,Source Wording,Note,Title
etcmw,AU,MW,2017,25150,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AU,MW,2018,25150,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AU,MW,2019,25150,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,FJ,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,FJ,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,FJ,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,FJ,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,FJ,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,FJ,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,FJ,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KI,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KI,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KI,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KI,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KI,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KI,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KI,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NZ,MW,2000,828,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NZ,MW,2010,508,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NZ,MW,2015,258,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NZ,MW,2016,258,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NZ,MW,2017,258,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NZ,MW,2018,258,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NZ,MW,2019,258,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PG,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PG,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PG,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PG,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PG,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PG,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PG,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,WS,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,WS,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,WS,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,WS,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,WS,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,WS,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,WS,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SB,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SB,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SB,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SB,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SB,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SB,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SB,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TO,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TO,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TO,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TO,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TO,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TO,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TO,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,VU,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,VU,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,VU,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,VU,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,VU,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,VU,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,VU,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PACI,MW,2000,27561,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PACI,MW,2010,30190,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PACI,MW,2015,28428,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PACI,MW,2016,27492,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PACI,MW,2017,25408,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PACI,MW,2018,25408,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,PACI,MW,2019,25408,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AFRI,MW,2000,40913.5,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AFRI,MW,2010,42332.1,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AFRI,MW,2015,43757.4,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AFRI,MW,2016,41790.0333,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AFRI,MW,2017,43268.9,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AFRI,MW,2018,44240.0333,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AFRI,MW,2019,44990.0333,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NAFR,MW,2000,1455,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NAFR,MW,2010,1785,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NAFR,MW,2015,2545,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NAFR,MW,2016,2545,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NAFR,MW,2017,2895,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NAFR,MW,2018,4281,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,NAFR,MW,2019,4281,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DZ,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DZ,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DZ,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DZ,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DZ,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DZ,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DZ,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,EG,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,EG,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,EG,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,EG,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,EG,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,EG,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,EG,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,LY,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,LY,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,LY,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,LY,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,LY,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,LY,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,LY,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,MA,MW,2000,1455,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,MA,MW,2010,1785,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,MA,MW,2015,2545,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,MA,MW,2016,2545,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,MA,MW,2017,2895,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,MA,MW,2018,4281,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,MA,MW,2019,4281,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TN,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TN,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TN,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TN,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TN,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TN,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TN,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SSAF,MW,2000,39458.5,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SSAF,MW,2010,40547.1,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SSAF,MW,2015,41212.4,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SSAF,MW,2016,39245.0333,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SSAF,MW,2017,40373.9,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SSAF,MW,2018,39959.0333,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,SSAF,MW,2019,40709.0333,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AO,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AO,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AO,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AO,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AO,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AO,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,AO,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BJ,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BJ,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BJ,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BJ,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BJ,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BJ,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BJ,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BW,MW,2000,152,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BW,MW,2010,152,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BW,MW,2015,752,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BW,MW,2016,752,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BW,MW,2017,752,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BW,MW,2018,752,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BW,MW,2019,752,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BF,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BF,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BF,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BF,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BF,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BF,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BF,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BI,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BI,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BI,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BI,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BI,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BI,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,BI,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CM,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CM,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CM,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CM,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CM,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CM,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CM,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CV,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CV,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CV,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CV,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CV,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CV,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CV,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CF,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CF,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CF,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CF,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CF,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CF,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CF,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TD,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TD,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TD,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TD,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TD,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TD,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,TD,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KM,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KM,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KM,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KM,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KM,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KM,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,KM,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CG,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CG,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CG,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CG,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CG,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CG,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CG,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CD,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CD,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CD,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CD,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CD,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CD,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CD,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DJ,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DJ,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DJ,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DJ,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DJ,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DJ,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,DJ,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GQ,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GQ,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GQ,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GQ,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GQ,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GQ,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GQ,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ER,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ER,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ER,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ER,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ER,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ER,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ER,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ET,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ET,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ET,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ET,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ET,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ET,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,ET,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GA,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GA,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GA,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GA,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GA,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GA,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GA,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GM,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GM,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GM,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GM,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GM,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GM,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GM,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GH,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GH,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GH,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GH,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GH,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GH,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GH,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GN,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GN,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GN,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GN,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GN,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GN,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GN,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GW,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GW,MW,2010,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GW,MW,2015,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GW,MW,2016,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GW,MW,2017,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GW,MW,2018,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,GW,MW,2019,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
etcmw,CI,MW,2000,0,Enerdata ,Enerdata,,Total electricity capacity coal lignite (multifuel included)
