Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,Capacity.MW,PowerOutput.MWy,PrimaryEnergyInputToPower.MWy,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,Production.MWy
dnk.oil,DNK,oil,2018,69,265,1171,30.251141552511417,91.5453431624195,0.025087834228248115,0.32091041298688927,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,29.377853881278543
dnk.nuc,DNK,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
dnk.wnd,DNK,wnd,2018,1195,13899,6131,1586.6438356164383,1585.4592040448015,0.2588538131317081,1,0,0.06215121628435795,0.0057,0.0057,0.05645121628435795,1587.0327283105023
dnk.sol,DNK,sol,2018,82,953,1002,108.78995433789954,108.79301651186086,0.10856973268075722,0.999943522425068,0,0.0770219361256934,0,0,0.0770219361256934,108.78687214611872
dnk.hyd,DNK,hyd,2018,1,15,9,1.7123287671232876,1.326744103803181,0.21174403855910703,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,1.9056963470319632
dnk.ore,DNK,ore,2018,931,2185,0,249.42922374429224,1235.1987606407617,0.40136200716845877,1,0,0.14608861412705718,0.004422222222222222,0.004422222222222222,0.14166639190483496,0
dnk.bio,DNK,bio,2018,1412,4418,2063.511,504.337899543379,1873.362674570092,0.4137929099777937,0.45579333518916,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,853.8662214611871
dom.coa,DOM,coa,2018,601,2285,433.6,260.8447488584475,797.3732063857119,0.6022529339163254,0.3274964220703943,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,261.1368721461187
dom.nga,DOM,nga,2018,906,4737,1606.5,540.7534246575342,1202.0301580456821,0.31711124327965584,0.42381566628664097,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,509.4392123287671
dom.oil,DOM,oil,2018,2019,9912,1760.05,1131.5068493150684,2678.6963455786226,0.6616282110603179,0.4347259198672518,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,1164.4987328767124
dom.nuc,DOM,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
dom.wnd,DOM,wnd,2018,43,497,97.8,56.7351598173516,57.049996463536786,0.5806743797331242,0.9954418555344969,0,0.08685064502208503,0,0,0.08685064502208503,56.789954337899545
dom.sol,DOM,sol,2018,20,230,166,26.255707762557076,26.534882076063628,0.15122180502833252,0.9460309475936111,0,0.0957742707824906,0,0,0.0957742707824906,25.1028196347032
dom.hyd,DOM,hyd,2018,153,1780,628.7,203.19634703196348,202.99184788188674,0.3231129249091951,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,203.14109589041095
dom.ore,DOM,ore,2018,-0,0,0,0,-0,0.4222222222222222,1,0,0.17505645639007336,6.222222222222223e-4,6.222222222222223e-4,0.17443423416785114,0
dom.bio,DOM,bio,2018,80,209,23.23115296803653,23.858447488584474,106.13952830425451,1,0.2188737159396753,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,23.23115296803653
dza.coa,DZA,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
dza.nga,DZA,nga,2018,16149,75502,20041.5,8618.949771689498,21425.590532317572,0.4747972506136524,0.4441254061968775,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,9515.649098173515
dza.oil,DZA,oil,2018,228,378,690.5,43.15068493150685,302.4976556671253,0.05630217994372418,0.12851886460211853,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,38.87665525114155
dza.nuc,DZA,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
dza.wnd,DZA,wnd,2018,1,11,10,1.2557077625570776,1.326744103803181,0.04851598173515982,0.36567701032992145,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0.4851598173515982
dza.sol,DZA,sol,2018,56,655,435,74.77168949771689,74.29766981297814,0.17497244528420722,1,0,0.0770219361256934,0,0,0.0770219361256934,76.11301369863014
dza.hyd,DZA,hyd,2018,10,117,276,13.356164383561644,13.267441038031814,0.046323870028456095,0.9636664742812044,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,12.785388127853881
dza.ore,DZA,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
dza.bio,DZA,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
ecu.coa,ECU,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
ecu.nga,ECU,nga,2018,428,1529,677,174.54337899543378,567.8464764277616,0.42522858029312777,0.5069675710052064,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,287.8797488584475
ecu.oil,ECU,oil,2018,1513,6479,2718.15,739.6118721461187,2007.3638290542133,0.28749362164385067,0.38929205376756243,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,781.4507876712328
ecu.nuc,ECU,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
ecu.wnd,ECU,wnd,2018,7,80,21.15,9.132420091324201,9.287208726622268,0.4331962390837355,0.9865289697169577,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,9.162100456621005
ecu.sol,ECU,sol,2018,3,38,27.63,4.337899543378995,3.9802323114095435,0.1573301470673297,1,0,0.09821494731461167,0,0,0.09821494731461167,4.34703196347032
ecu.hyd,ECU,hyd,2018,1778,20678,5066.4,2360.502283105023,2358.951016562056,0.4659145227182109,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,2360.5093378995434
ecu.ore,ECU,ore,2018,22,46,0,5.251141552511416,29.188370283669986,0.39436507936507936,1,0,0.1640818055531947,0.0025626984126984127,0.0025626984126984127,0.1615191071404963,0
ecu.bio,ECU,bio,2018,65,382,151.56,43.60730593607306,86.23836674720677,0.32244565197742564,0.5666835407139886,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,48.86986301369863
egy.coa,EGY,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
egy.nga,EGY,nga,2018,31780,155164,46598,17712.785388127853,42163.927618865106,0.3767838787640757,0.41640748796828947,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,17557.3751826484
egy.oil,EGY,oil,2018,6020,23103,4926,2637.328767123288,7986.999504895151,0.5307644601286251,0.3273501806268022,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,2614.5457305936075
egy.nuc,EGY,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
egy.wnd,EGY,wnd,2018,203,2360,1125,269.4063926940639,269.3290530720458,0.33828728564180616,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,380.5731963470319
egy.sol,EGY,sol,2018,47,543,771,61.986301369863014,62.35697287874952,0.07802209370502639,0.9646881731020562,0,0.0770219361256934,0,0,0.0770219361256934,60.15503424657534
egy.hyd,EGY,hyd,2018,1109,12899,2832,1472.4885844748858,1471.359211117728,0.5498676169930088,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,1557.225091324201
egy.ore,EGY,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
egy.bio,EGY,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
eri.coa,ERI,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
eri.nga,ERI,nga,2018,-0,0,0,0,-0,0.6052380952380952,0.44441581862681956,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,0
eri.oil,ERI,oil,2018,123,451,159,51.48401826484018,163.18952476779128,0.32075651187501797,0.3125218083740249,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,51.00028538812786
eri.nuc,ERI,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
eri.wnd,ERI,wnd,2018,-0,2,1,0.228310502283105,-0,0.3464285714285714,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0
eri.sol,ERI,sol,2018,4,43,10,4.908675799086758,5.306976415212724,0.023972602739726026,0.045171865981931465,0,0.0770219361256934,0,0,0.0770219361256934,0.23972602739726026
eri.hyd,ERI,hyd,2018,-0,0,0,0,-0,0.6766666666666666,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,0
eri.ore,ERI,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
eri.bio,ERI,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
esp.coa,ESP,coa,2018,9207,38716,10374.285,4419.634703196347,12215.33296371589,0.4079476089459632,0.34646331564150445,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,4232.164760273972
esp.nga,ESP,nga,2018,8979,58004,32486.06,6621.4611872146115,11912.835308048763,0.20355897078181115,0.5551011801437636,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,6612.828938356164
esp.oil,ESP,oil,2018,2948,14498,4224.03,1655.0228310502282,3911.2416180117784,0.39027089810800586,0.42148149941530805,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,1648.5159817351598
esp.nuc,ESP,nuc,2018,14530,55766,7121,6365.981735159818,19277.59182826022,0.8911936397522539,0.3292003464547125,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,6346.189908675799
esp.wnd,ESP,wnd,2018,4376,50896,23545.3905,5810.045662100457,5805.832198242721,0.2465104339307409,0.9997161872815624,0,0.05476496892279546,0,0,0.05476496892279546,5804.184429223745
esp.sol,ESP,sol,2018,2589,12744,7015.6479,1454.7945205479452,3434.940484746436,0.20724699596950902,0.42328883382738586,0,0.04631534269603838,0,0,0.04631534269603838,1453.9719520547944
esp.hyd,ESP,hyd,2018,2952,34334,20386.6512,3919.406392694064,3916.5485944269913,0.21814875229881062,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,4447.32252283105
esp.ore,ESP,ore,2018,776,2710,15.753424657534246,309.3607305936073,1029.5534245512686,1,0.015301221172082824,0,0.12069338693291216,6.222222222222223e-4,6.222222222222223e-4,0.12007116471068995,15.753424657534246
esp.bio,ESP,bio,2018,1210,4221,1455,481.8493150684931,1605.3603656018493,0.520085651744104,0.4713736800173059,0,0.16584420283537715,0.11202214678857142,0.0022,0.0538220560468057,756.7246232876713
est.coa,EST,coa,2018,221,753,1090.0113584474886,85.95890410958904,293.21044694050306,1,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,1090.0113584474886
est.nga,EST,nga,2018,13,58,867.5,6.621004566210046,17.247673349441357,0.6052380952380952,0.42137574119745896,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,7.267751141552512
est.oil,EST,oil,2018,2325,9463,615,1080.2511415525114,3084.680041342396,0.017501150833426144,0.3231939163498099,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,10.763207762557078
est.nuc,EST,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
est.wnd,EST,wnd,2018,55,636,311,72.6027397260274,72.97092570917496,0.2334493238779016,0.9949543468228021,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,72.6027397260274
est.sol,EST,sol,2018,3,31,10.1,3.538812785388128,3.9802323114095435,0.1774193548387097,1,0,0.0770219361256934,0,0,0.0770219361256934,0
est.hyd,EST,hyd,2018,1,15,7,1.7123287671232876,1.326744103803181,0.2446183953033268,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,1.7123287671232876
est.ore,EST,ore,2018,59,181,0,20.662100456621005,78.2779021243877,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
est.bio,EST,bio,2018,420,1223,386,139.6118721461187,557.2325235973361,0.3172395426692219,0.2197546953644919,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,122.45446347031965
eth.coa,ETH,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
eth.nga,ETH,nga,2018,-0,0,0,0,-0,0.6052380952380952,0.44441581862681956,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,0
eth.oil,ETH,oil,2018,1,5,152.3,0.5707762557077626,1.326744103803181,0.45,0.37927159094924556,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,0.5031963470319635
eth.nuc,ETH,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
eth.wnd,ETH,wnd,2018,46,533,324,60.84474885844749,61.03022877494633,0.2027518109814533,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,65.69158675799088
eth.sol,ETH,sol,2018,2,20,12.366312785388129,2.2831050228310503,2.653488207606362,1,1,0,0.0770219361256934,0,0,0.0770219361256934,12.366312785388129
eth.hyd,ETH,hyd,2018,1119,13018,3817,1486.0730593607307,1484.6266521557598,0.4423677868655367,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,1688.5178424657536
eth.ore,ETH,ore,2018,-0,0,7.3,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
eth.bio,ETH,bio,2018,-0,0,300,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
fin.coa,FIN,coa,2018,2667,10069,4126.8857,1149.4292237442921,3538.4265248430843,0.2750704631171621,0.32081614603568315,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,1135.1843607305937
fin.nga,FIN,nga,2018,828,4194,2352,478.7671232876712,1098.544117949034,0.20268381325132792,0.43394918872911387,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,476.71232876712327
fin.oil,FIN,oil,2018,64,265,1860.1143,30.251141552511417,84.91162264340359,0.012508596967038101,0.27401926105026264,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,23.2674200913242
fin.nuc,FIN,nuc,2018,5939,22793,2779,2601.9406392694063,7879.533232487092,0.9367871807637517,0.3303915978942767,0,0.11898111093538774,0.004,0.004,0.11498111093538774,2603.331575342466
fin.wnd,FIN,wnd,2018,502,5839,2041,666.5525114155251,666.0255401091971,0.3275744330270549,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,668.5794178082191
fin.sol,FIN,sol,2018,8,90,125,10.273972602739725,10.613952830425449,0.14829433789954335,1,0,0.0770219361256934,0,0,0.0770219361256934,18.53679223744292
fin.hyd,FIN,hyd,2018,1144,13301,3274,1518.37899543379,1517.7952547508394,0.46340524695748714,0.9996004229093955,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,1517.1887785388128
fin.ore,FIN,ore,2018,583,1610,11.073059360730594,183.78995433789953,773.4918125172546,1,0.014315677530825296,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,11.073059360730594
fin.bio,FIN,bio,2018,2552,11821,1848.8,1349.4292237442921,3385.8509529057183,0.8185800514316087,0.44697502050052573,0,0.13724390991532257,0.11062214678857142,8e-4,0.02662176312675112,1513.390799086758
fra.coa,FRA,coa,2018,2591,10646,2997,1215.296803652968,3437.5939729540423,0.4016228633504128,0.3501471467925683,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,1203.6637214611872
fra.nga,FRA,nga,2018,5159,30588,12146.2,3491.780821917808,6844.672831520612,0.28701144781813115,0.509315570414797,0.9,0.06854141990558313,0.047141438447499996,0.0032,0.021399981458083157,3486.0984474885845
fra.oil,FRA,oil,2018,1473,6001,3497.6,685.0456621004566,1954.294064902086,0.20738240076952966,0.37115227332374257,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,725.3406849315069
fra.nuc,FRA,nuc,2018,107596,412942,63130,47139.49771689498,142752.3585928071,0.7467048353509863,0.33021854574165327,0,0.32943783970314605,0.0034,0.0034,0.32603783970314604,47139.47625570776
fra.wnd,FRA,wnd,2018,2459,28599,15134,3264.72602739726,3262.4637512520226,0.2166096825738773,1,0,0.06405832957737992,0.006900000000000001,0.006900000000000001,0.057158329577379915,3278.1709360730592
fra.sol,FRA,sol,2018,909,10569,8545,1206.5068493150684,1206.0103903570919,0.14101361179466215,0.9991301255941973,0,0.05541787099992943,0,0,0.05541787099992943,1204.9613127853881
fra.hyd,FRA,hyd,2018,5613,65285,25536,7452.625570776256,7447.014654647256,0.3154088859956684,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,8054.281312785388
fra.ore,FRA,ore,2018,2996,7575,234,864.7260273972603,3974.925334994331,0.6046621687546346,0.03559587553580709,0,0.13295731290522916,0.005222222222222223,0.005222222222222223,0.12773509068300695,141.4909474885845
fra.bio,FRA,bio,2018,1518,3767,2047,430.0228310502283,2013.997549573229,0.5977272341972772,0.6075219151389233,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,1223.5476484018266
gab.coa,GAB,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
gab.nga,GAB,nga,2018,331,1115,207.83,127.28310502283105,439.15229835885305,0.6665158914348023,0.31543042865667026,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,138.52199771689496
gab.oil,GAB,oil,2018,70,230,233.17,26.255707762557076,92.87208726622269,0.10603988349574643,0.26622982601679634,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,24.725319634703194
gab.nuc,GAB,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
gab.wnd,GAB,wnd,2018,-0,0,0,0,-0,0.3464285714285714,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0
gab.sol,GAB,sol,2018,-0,2,1,0.228310502283105,-0,0.228310502283105,1,0,0.0770219361256934,0,0,0.0770219361256934,0.228310502283105
gab.hyd,GAB,hyd,2018,78,901,331,102.85388127853881,103.48604009664814,0.29132868435210857,0.9318145174990734,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,96.42979452054794
gab.ore,GAB,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
gab.bio,GAB,bio,2018,8,11,4,1.2557077625570776,10.613952830425449,0.30024543378995433,0.11315122220226385,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,1.2009817351598173
gbr.coa,GBR,coa,2018,4284,17606,14494,2009.8173515981734,5683.771740692828,0.13684983094878497,0.3489762679192161,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,1983.5014497716895
gbr.nga,GBR,nga,2018,21157,131490,33233,15010.27397260274,28069.925004163902,0.45249423126624844,0.5357242951465147,0.9,0.06888677504116714,0.0476414384475,0.0037,0.021245336593667133,15037.740787671235
gbr.oil,GBR,oil,2018,420,1074,2528,122.6027397260274,557.2325235973361,0.04705622597682215,0.21348025147822705,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,118.9581392694064
gbr.nuc,GBR,nuc,2018,16953,65064,8923,7427.397260273972,22492.292791775333,0.8365081555182672,0.33185421961156797,0,0.36346236098034523,0.004,0.004,0.35946236098034523,7464.162271689498
gbr.wnd,GBR,wnd,2018,4893,56904,22395,6495.890410958904,6491.758899908966,0.292225482490078,1,0,0.06987440024711294,0.007,0.007,0.06287440024711294,6544.389680365297
gbr.sol,GBR,sol,2018,1106,12857,13054,1467.6940639269405,1467.3789788063186,0.11291975797057953,1,0,0.08338855064864822,0,0,0.08338855064864822,1474.0545205479452
gbr.hyd,GBR,hyd,2018,472,5490,4367,626.7123287671233,626.2232169951016,0.205681632584776,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,898.2116894977169
gbr.ore,GBR,ore,2018,4470,16910,20,1930.3652968036529,5930.546144000221,0.05307819634703197,1,0,0.15548181311753037,0.005288888888888889,0.005288888888888889,0.1501929242286415,1.0615639269406394
gbr.bio,GBR,bio,2018,4117,23532,7429,2686.301369863014,5462.205475357698,0.6054373656612891,0.8234392151282398,0,0.186905652243498,0.11252214678857142,0.0027,0.07438350545492659,4497.794189497717
geo.coa,GEO,coa,2018,9,12,272,1.36986301369863,11.940696934228633,0.6587500000000001,0.13357870481395537,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,1.5950228310502284
geo.nga,GEO,nga,2018,415,2103,652.4,240.06849315068493,550.5988030783203,0.36761483416342616,0.4355837979802222,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,239.8319178082192
geo.oil,GEO,oil,2018,-0,0,0,0,-0,0.45,0.3231939163498099,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,0
geo.nuc,GEO,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
geo.wnd,GEO,wnd,2018,7,84,21,9.58904109589041,9.287208726622268,0.4582517938682322,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,9.623287671232877
geo.sol,GEO,sol,2018,-0,0,0,0,-0,0.1774193548387097,1,0,0.0770219361256934,0,0,0.0770219361256934,0
geo.hyd,GEO,hyd,2018,855,9949,3285.29,1135.730593607306,1134.3662087517198,0.3457156767614922,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,1135.7762557077626
geo.ore,GEO,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
geo.bio,GEO,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
gha.coa,GHA,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
gha.nga,GHA,nga,2018,1201,6206,1406.6667,708.4474885844749,1593.4196686676207,0.6857861698817144,0.6054102302501303,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,964.6725684931506
gha.oil,GHA,oil,2018,1,6,1859.3333,0.684931506849315,1.326744103803181,0.10723608595122577,0.3231939163498099,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,199.38762557077627
gha.nuc,GHA,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
gha.wnd,GHA,wnd,2018,-0,0,0,0,-0,0.3464285714285714,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0
gha.sol,GHA,sol,2018,3,33,63,3.767123287671233,3.9802323114095435,0.05979560774081322,0.946458144383326,0,0.0770219361256934,0,0,0.0770219361256934,3.767123287671233
gha.hyd,GHA,hyd,2018,517,6017,1580,686.8721461187215,685.9267016662448,0.4347292064042541,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,686.8721461187215
gha.ore,GHA,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
gha.bio,GHA,bio,2018,-0,0,0.0091324200913242,0,-0,1,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0.0091324200913242
grc.coa,GRC,coa,2018,4409,17185,3654,1961.75799086758,5849.614753668226,0.5594318667476438,0.34945276350276205,0.9,0.09910834993277937,0.048104011772500004,0.0022,0.05100433816027937,2044.1640410958903
grc.nga,GRC,nga,2018,2693,14080,3930,1607.3059360730595,3572.9218715419674,0.39646438239975834,0.4360870679096653,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,1558.1050228310503
grc.oil,GRC,oil,2018,1309,5547,2516,633.2191780821918,1736.7080318783644,0.21724297827239006,0.3147237896643844,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,546.5833333333334
grc.nuc,GRC,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
grc.wnd,GRC,wnd,2018,542,6300,2844,719.1780821917808,719.0953042613241,0.25288599246029453,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,719.2077625570777
grc.sol,GRC,sol,2018,326,3791,2651.6,432.76255707762556,432.51857783983706,0.1632526858944819,1,0,0.0770219361256934,0,0,0.0770219361256934,432.8808219178082
grc.hyd,GRC,hyd,2018,494,5743,3392,655.5936073059361,655.4115872787717,0.19567583139484795,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,663.7324200913242
grc.ore,GRC,ore,2018,119,588,0,67.12328767123287,157.88254835257857,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
grc.bio,GRC,bio,2018,5,12,105,1.36986301369863,6.633720519015907,0.3531093716025223,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,37.07648401826484
gtm.coa,GTM,coa,2018,1089,4163,770.0745,475.2283105022831,1444.8243290416644,0.7516949577235207,0.4006446369195716,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,578.8611187214613
gtm.nga,GTM,nga,2018,-0,0,0,0,-0,0.6052380952380952,0.44441581862681956,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,0
