CountryCode,TwoLetterCountryCode,FuelType,Year,CapacityMW,ProductionGWh,ProductionMWy,OrigProdGreaterThanOrigCap,CapacityFactor
DEU,DE,wnd,2018,58908,111596.5126,12739.32792237443,FALSE,0.21625802815193912
DJI,DJ,bio,2018,0,0,0,FALSE,0
DJI,DJ,coa,2018,0,0,0,FALSE,0
DJI,DJ,hyd,2018,0,0,0,FALSE,0
DJI,DJ,nga,2018,0,0,0,FALSE,0
DJI,DJ,nuc,2018,0,0,0,FALSE,0
DJI,DJ,oil,2018,130,72.658,8.294292237442923,FALSE,0.06380224798033017
DJI,DJ,ore,2018,0,0,0,FALSE,0
DJI,DJ,sol,2018,0,0,0,FALSE,0
DJI,DJ,wnd,2018,0,0,0,FALSE,0
DMA,DM,bio,2018,0,0,0,FALSE,0
DMA,DM,coa,2018,0,0,0,FALSE,0
DMA,DM,hyd,2018,6.64,24.18,2.76027397260274,FALSE,0.4157039115365572
DMA,DM,nga,2018,0,0,0,FALSE,0
DMA,DM,nuc,2018,0,0,0,FALSE,0
DMA,DM,oil,2018,20.1,41.231,4.7067351598173515,FALSE,0.23416592834912195
DMA,DM,ore,2018,0,0,0,FALSE,0
DMA,DM,sol,2018,1,0,0,FALSE,0
DMA,DM,wnd,2018,0,0,0,FALSE,0
DNK,DK,bio,2018,2063.511,7479.8681,853.8662214611871,FALSE,0.4137929099777937
DNK,DK,coa,2018,3063.57,6290.5485,718.0991438356165,FALSE,0.23439945678917617
DNK,DK,hyd,2018,9,16.6939,1.9056963470319632,FALSE,0.21174403855910703
DNK,DK,nga,2018,3437,1865.046,212.90479452054794,FALSE,0.061944950398762855
DNK,DK,nuc,2018,0,0,0,FALSE,0
DNK,DK,oil,2018,1171,257.35,29.377853881278543,FALSE,0.025087834228248115
DNK,DK,ore,2018,0,0,0,FALSE,0
DNK,DK,sol,2018,1002,952.973,108.78687214611872,FALSE,0.10856973268075722
DNK,DK,wnd,2018,6131,13902.4067,1587.0327283105023,FALSE,0.2588538131317081
DOM,DO,bio,2018,23.23115296803653,203.5049,23.23115296803653,TRUE,1
DOM,DO,coa,2018,433.6,2287.559,261.1368721461187,FALSE,0.6022529339163254
DOM,DO,hyd,2018,628.7,1779.516,203.14109589041095,FALSE,0.3231129249091951
DOM,DO,nga,2018,1606.5,4462.6875,509.4392123287671,FALSE,0.31711124327965584
DOM,DO,nuc,2018,0,0,0,FALSE,0
DOM,DO,oil,2018,1760.05,10201.0089,1164.4987328767124,FALSE,0.6616282110603179
DOM,DO,ore,2018,0,0,0,FALSE,0
DOM,DO,sol,2018,166,219.9007,25.1028196347032,FALSE,0.15122180502833252
DOM,DO,wnd,2018,97.8,497.48,56.789954337899545,FALSE,0.5806743797331242
DZA,DZ,bio,2018,0,0,0,FALSE,0
DZA,DZ,coa,2018,0,0,0,FALSE,0
DZA,DZ,hyd,2018,276,112,12.785388127853881,FALSE,0.046323870028456095
DZA,DZ,nga,2018,20041.5,83357.0861,9515.649098173515,FALSE,0.4747972506136524
DZA,DZ,nuc,2018,0,0,0,FALSE,0
DZA,DZ,oil,2018,690.5,340.5595,38.87665525114155,FALSE,0.05630217994372418
DZA,DZ,ore,2018,0,0,0,FALSE,0
DZA,DZ,sol,2018,435,666.75,76.11301369863014,FALSE,0.17497244528420722
DZA,DZ,wnd,2018,10,4.25,0.4851598173515982,FALSE,0.04851598173515982
ECU,EC,bio,2018,151.56,428.1,48.86986301369863,FALSE,0.32244565197742564
ECU,EC,coa,2018,0,0,0,FALSE,0
ECU,EC,hyd,2018,5066.4,20678.0618,2360.5093378995434,FALSE,0.4659145227182109
ECU,EC,nga,2018,677,2521.8266,287.8797488584475,FALSE,0.42522858029312777
ECU,EC,nuc,2018,0,0,0,FALSE,0
ECU,EC,oil,2018,2718.15,6845.5089,781.4507876712328,FALSE,0.28749362164385067
ECU,EC,ore,2018,0,0,0,FALSE,0
ECU,EC,sol,2018,27.63,38.08,4.34703196347032,FALSE,0.1573301470673297
ECU,EC,wnd,2018,21.15,80.26,9.162100456621005,FALSE,0.4331962390837355
EGY,EG,bio,2018,0,0,0,FALSE,0
EGY,EG,coa,2018,0,0,0,FALSE,0
EGY,EG,hyd,2018,2832,13641.2918,1557.225091324201,FALSE,0.5498676169930088
EGY,EG,nga,2018,46598,153802.6066,17557.3751826484,FALSE,0.3767838787640757
EGY,EG,nuc,2018,0,0,0,FALSE,0
EGY,EG,oil,2018,4926,22903.4206,2614.5457305936075,FALSE,0.5307644601286251
EGY,EG,ore,2018,0,0,0,FALSE,0
EGY,EG,sol,2018,771,526.9581,60.15503424657534,FALSE,0.07802209370502639
EGY,EG,wnd,2018,1125,3333.8212,380.5731963470319,FALSE,0.33828728564180616
ERI,ER,bio,2018,0,0,0,FALSE,0
ERI,ER,coa,2018,0,0,0,FALSE,0
ERI,ER,hyd,2018,0,0,0,FALSE,0
ERI,ER,nga,2018,0,0,0,FALSE,0
ERI,ER,nuc,2018,0,0,0,FALSE,0
ERI,ER,oil,2018,159,446.7625,51.00028538812786,FALSE,0.32075651187501797
ERI,ER,ore,2018,0,0,0,FALSE,0
ERI,ER,sol,2018,10,2.1,0.23972602739726026,FALSE,0.023972602739726026
ERI,ER,wnd,2018,1,0,0,FALSE,0
ESP,ES,bio,2018,1455,6628.9077,756.7246232876713,FALSE,0.520085651744104
ESP,ES,coa,2018,10374.285,37073.7633,4232.164760273972,FALSE,0.4079476089459632
ESP,ES,hyd,2018,20386.6512,38958.5453,4447.32252283105,FALSE,0.21814875229881062
ESP,ES,nga,2018,32486.06,57928.3815,6612.828938356164,FALSE,0.20355897078181115
ESP,ES,nuc,2018,7121,55592.6236,6346.189908675799,FALSE,0.8911936397522539
ESP,ES,oil,2018,4224.03,14441,1648.5159817351598,FALSE,0.39027089810800586
ESP,ES,ore,2018,15.753424657534246,138,15.753424657534246,TRUE,1
ESP,ES,sol,2018,7015.6479,12736.7943,1453.9719520547944,FALSE,0.20724699596950902
ESP,ES,wnd,2018,23545.3905,50844.6556,5804.184429223745,FALSE,0.2465104339307409
EST,EE,bio,2018,386,1072.7011,122.45446347031965,FALSE,0.3172395426692219
EST,EE,coa,2018,1090.0113584474886,9548.4995,1090.0113584474886,TRUE,1
EST,EE,hyd,2018,7,15,1.7123287671232876,FALSE,0.2446183953033268
EST,EE,nga,2018,867.5,63.6655,7.267751141552512,FALSE,0.00837781111418157
EST,EE,nuc,2018,0,0,0,FALSE,0
EST,EE,oil,2018,615,94.2857,10.763207762557078,FALSE,0.017501150833426144
EST,EE,ore,2018,0,0,0,FALSE,0
EST,EE,sol,2018,10.1,0,0,FALSE,0
EST,EE,wnd,2018,311,636,72.6027397260274,FALSE,0.2334493238779016
ETH,ET,bio,2018,300,0,0,FALSE,0
ETH,ET,coa,2018,0,0,0,FALSE,0
ETH,ET,hyd,2018,3817,14791.4163,1688.5178424657536,FALSE,0.4423677868655367
ETH,ET,nga,2018,0,0,0,FALSE,0
ETH,ET,nuc,2018,0,0,0,FALSE,0
ETH,ET,oil,2018,152.3,4.408,0.5031963470319635,FALSE,0.0033039812674455905
ETH,ET,ore,2018,7.3,0,0,FALSE,0
ETH,ET,sol,2018,12.366312785388129,108.3289,12.366312785388129,TRUE,1
ETH,ET,wnd,2018,324,575.4583,65.69158675799088,FALSE,0.2027518109814533
FIN,FI,bio,2018,1848.8,13257.3034,1513.390799086758,FALSE,0.8185800514316087
FIN,FI,coa,2018,4126.8857,9944.215,1135.1843607305937,FALSE,0.2750704631171621
FIN,FI,hyd,2018,3274,13290.5737,1517.1887785388128,FALSE,0.46340524695748714
FIN,FI,nga,2018,2352,4176,476.71232876712327,FALSE,0.20268381325132792
FIN,FI,nuc,2018,2779,22805.1846,2603.331575342466,FALSE,0.9367871807637517
FIN,FI,oil,2018,1860.1143,203.8226,23.2674200913242,FALSE,0.012508596967038101
FIN,FI,ore,2018,11.073059360730594,97,11.073059360730594,TRUE,1
FIN,FI,sol,2018,125,162.3823,18.53679223744292,FALSE,0.14829433789954335
FIN,FI,wnd,2018,2041,5856.7557,668.5794178082191,FALSE,0.3275744330270549
FJI,FJ,bio,2018,9.3,0,0,FALSE,0
FJI,FJ,coa,2018,0,0,0,FALSE,0
FJI,FJ,hyd,2018,130,566.709,64.69280821917808,FALSE,0.4976369863013698
FJI,FJ,nga,2018,0,0,0,FALSE,0
FJI,FJ,nuc,2018,0,0,0,FALSE,0
FJI,FJ,oil,2018,165,451.0771,51.492819634703196,FALSE,0.31207769475577696
FJI,FJ,ore,2018,0,0,0,FALSE,0
FJI,FJ,sol,2018,9,12.602,1.4385844748858447,FALSE,0.15984271943176054
FJI,FJ,wnd,2018,10,2.558,0.2920091324200913,FALSE,0.02920091324200913
FRA,FR,bio,2018,2047,10718.2774,1223.5476484018266,FALSE,0.5977272341972772
FRA,FR,coa,2018,2997,10544.0942,1203.6637214611872,FALSE,0.4016228633504128
FRA,FR,hyd,2018,25536,70555.5043,8054.281312785388,FALSE,0.3154088859956684
FRA,FR,nga,2018,12146.2,30538.2224,3486.0984474885845,FALSE,0.28701144781813115
FRA,FR,nuc,2018,63130,412941.812,47139.47625570776,FALSE,0.7467048353509863
FRA,FR,oil,2018,3497.6,6353.9844,725.3406849315069,FALSE,0.20738240076952966
FRA,FR,ore,2018,234,1239.4607,141.4909474885845,FALSE,0.6046621687546346
FRA,FR,sol,2018,8545,10555.4611,1204.9613127853881,FALSE,0.14101361179466215
FRA,FR,wnd,2018,15134,28716.7774,3278.1709360730592,FALSE,0.2166096825738773
GAB,GA,bio,2018,4,10.5206,1.2009817351598173,FALSE,0.30024543378995433
GAB,GA,coa,2018,0,0,0,FALSE,0
GAB,GA,hyd,2018,331,844.725,96.42979452054794,FALSE,0.29132868435210857
GAB,GA,nga,2018,207.83,1213.4527,138.52199771689496,FALSE,0.6665158914348023
GAB,GA,nuc,2018,0,0,0,FALSE,0
GAB,GA,oil,2018,233.17,216.5938,24.725319634703194,FALSE,0.10603988349574643
GAB,GA,ore,2018,0,0,0,FALSE,0
GAB,GA,sol,2018,1,2,0.228310502283105,FALSE,0.228310502283105
GAB,GA,wnd,2018,0,0,0,FALSE,0
GBR,GB,bio,2018,7429,39400.6771,4497.794189497717,FALSE,0.6054373656612891
GBR,GB,coa,2018,14494,17375.4727,1983.5014497716895,FALSE,0.13684983094878497
GBR,GB,hyd,2018,4367,7868.3344,898.2116894977169,FALSE,0.205681632584776
GBR,GB,nga,2018,33233,131730.6093,15037.740787671235,FALSE,0.45249423126624844
GBR,GB,nuc,2018,8923,65386.0615,7464.162271689498,FALSE,0.8365081555182672
GBR,GB,oil,2018,2528,1042.0733,118.9581392694064,FALSE,0.04705622597682215
GBR,GB,ore,2018,20,9.2993,1.0615639269406394,FALSE,0.05307819634703197
GBR,GB,sol,2018,13054,12912.7176,1474.0545205479452,FALSE,0.11291975797057953
GBR,GB,wnd,2018,22395,57328.8536,6544.389680365297,FALSE,0.292225482490078
GEO,GE,bio,2018,0,0,0,FALSE,0
GEO,GE,coa,2018,272,13.9724,1.5950228310502284,FALSE,0.005864054525919957
GEO,GE,hyd,2018,3285.29,9949.4,1135.7762557077626,FALSE,0.3457156767614922
GEO,GE,nga,2018,652.4,2100.9276,239.8319178082192,FALSE,0.36761483416342616
GEO,GE,nuc,2018,0,0,0,FALSE,0
GEO,GE,oil,2018,0,0,0,FALSE,0
GEO,GE,ore,2018,0,0,0,FALSE,0
GEO,GE,sol,2018,0,0,0,FALSE,0
GEO,GE,wnd,2018,21,84.3,9.623287671232877,FALSE,0.4582517938682322
GHA,GH,bio,2018,0.0091324200913242,0.08,0.0091324200913242,TRUE,1
GHA,GH,coa,2018,0,0,0,FALSE,0
GHA,GH,hyd,2018,1580,6017,686.8721461187215,FALSE,0.4347292064042541
GHA,GH,nga,2018,1406.6667,8450.5317,964.6725684931506,FALSE,0.6857861698817144
GHA,GH,nuc,2018,0,0,0,FALSE,0
GHA,GH,oil,2018,1859.3333,1746.6356,199.38762557077627,FALSE,0.10723608595122577
GHA,GH,ore,2018,0,0,0,FALSE,0
GHA,GH,sol,2018,63,33,3.767123287671233,FALSE,0.05979560774081322
GHA,GH,wnd,2018,0,0,0,FALSE,0
GIN,GN,bio,2018,0,0,0,FALSE,0
GIN,GN,coa,2018,0,0,0,FALSE,0
GIN,GN,hyd,2018,388.1,1181.5,134.8744292237443,FALSE,0.3475249400251077
GIN,GN,nga,2018,0,0,0,FALSE,0
GIN,GN,nuc,2018,0,0,0,FALSE,0
GIN,GN,oil,2018,332,1995.4,227.78538812785388,FALSE,0.6861005666501623
GIN,GN,ore,2018,0,0,0,FALSE,0
GIN,GN,sol,2018,13,0,0,FALSE,0
GIN,GN,wnd,2018,0,0,0,FALSE,0
GMB,GM,bio,2018,0,0,0,FALSE,0
GMB,GM,coa,2018,0,0,0,FALSE,0
GMB,GM,hyd,2018,0,0,0,FALSE,0
GMB,GM,nga,2018,0,0,0,FALSE,0
GMB,GM,nuc,2018,0,0,0,FALSE,0
GMB,GM,oil,2018,72.71,273.348,31.204109589041096,FALSE,0.4291584319769096
GMB,GM,ore,2018,0,0,0,FALSE,0
GMB,GM,sol,2018,2,0,0,FALSE,0
GMB,GM,wnd,2018,0.9,0,0,FALSE,0
GNB,GW,bio,2018,0,0,0,FALSE,0
GNB,GW,coa,2018,0,0,0,FALSE,0
GNB,GW,hyd,2018,0,0,0,FALSE,0
GNB,GW,nga,2018,0,0,0,FALSE,0
GNB,GW,nuc,2018,0,0,0,FALSE,0
GNB,GW,oil,2018,28,38.7444,4.422876712328767,FALSE,0.15795988258317026
GNB,GW,ore,2018,0,0,0,FALSE,0
GNB,GW,sol,2018,1,0,0,FALSE,0
GNB,GW,wnd,2018,0,0,0,FALSE,0
GNQ,GQ,bio,2018,0,0,0,FALSE,0
GNQ,GQ,coa,2018,0,0,0,FALSE,0
GNQ,GQ,hyd,2018,125,583.063,66.55970319634703,FALSE,0.5324776255707763
GNQ,GQ,nga,2018,154.2,1114.9034,127.27207762557076,FALSE,0.8253701532138182
GNQ,GQ,nuc,2018,0,0,0,FALSE,0
GNQ,GQ,oil,2018,55.2,8.557,0.9768264840182649,FALSE,0.017696131956852625
GNQ,GQ,ore,2018,0,0,0,FALSE,0
GNQ,GQ,sol,2018,0,0,0,FALSE,0
GNQ,GQ,wnd,2018,0,0,0,FALSE,0
GRC,GR,bio,2018,105,324.79,37.07648401826484,FALSE,0.3531093716025223
GRC,GR,coa,2018,3654,17906.877,2044.1640410958903,FALSE,0.5594318667476438
GRC,GR,hyd,2018,3392,5814.296,663.7324200913242,FALSE,0.19567583139484795
GRC,GR,nga,2018,3930,13649,1558.1050228310503,FALSE,0.39646438239975834
GRC,GR,nuc,2018,0,0,0,FALSE,0
GRC,GR,oil,2018,2516,4788.07,546.5833333333334,FALSE,0.21724297827239006
GRC,GR,ore,2018,0,0,0,FALSE,0
GRC,GR,sol,2018,2651.6,3792.036,432.8808219178082,FALSE,0.1632526858944819
GRC,GR,wnd,2018,2844,6300.26,719.2077625570777,FALSE,0.25288599246029453
GRD,GD,bio,2018,0,0,0,FALSE,0
GRD,GD,coa,2018,0,0,0,FALSE,0
GRD,GD,hyd,2018,0,0,0,FALSE,0
GRD,GD,nga,2018,0,0,0,FALSE,0
GRD,GD,nuc,2018,0,0,0,FALSE,0
GRD,GD,oil,2018,50.87,229.2,26.164383561643834,FALSE,0.514338186782855
GRD,GD,ore,2018,0,0,0,FALSE,0
GRD,GD,sol,2018,2,0,0,FALSE,0
GRD,GD,wnd,2018,0,0,0,FALSE,0
GTM,GT,bio,2018,556.0455,2394.2037,273.31092465753426,FALSE,0.4915261874388594
GTM,GT,coa,2018,770.0745,5070.8234,578.8611187214613,FALSE,0.7516949577235207
GTM,GT,hyd,2018,1499.1,5311.3357,606.3168607305935,FALSE,0.4044539128347632
GTM,GT,nga,2018,0,0,0,FALSE,0
GTM,GT,nuc,2018,0,0,0,FALSE,0
GTM,GT,oil,2018,999.48,523.3644,59.74479452054795,FALSE,0.059775877977096034
GTM,GT,ore,2018,49.2,296.4825,33.845034246575345,FALSE,0.6879072001336451
GTM,GT,sol,2018,92.5,208.8355,23.83966894977169,FALSE,0.2577261508083426
GTM,GT,wnd,2018,107.4,319.5,36.47260273972603,FALSE,0.33959592867528887
GUY,GY,bio,2018,0,0,0,FALSE,0
GUY,GY,coa,2018,0,0,0,FALSE,0
GUY,GY,hyd,2018,0,0,0,FALSE,0
GUY,GY,nga,2018,0,0,0,FALSE,0
GUY,GY,nuc,2018,0,0,0,FALSE,0
GUY,GY,oil,2018,340,1136.2,129.70319634703196,FALSE,0.38147998925597637
GUY,GY,ore,2018,0,0,0,FALSE,0
GUY,GY,sol,2018,4,0,0,FALSE,0
GUY,GY,wnd,2018,0,0,0,FALSE,0
HKG,HK,bio,2018,18.936860730593608,165.8869,18.936860730593608,TRUE,1
HKG,HK,coa,2018,6663,23834.2544,2720.805296803653,FALSE,0.4083453844820131
HKG,HK,hyd,2018,0,0,0,FALSE,0
HKG,HK,nga,2018,3755,12167.9035,1389.0300799086758,FALSE,0.36991480157354883
HKG,HK,nuc,2018,0,0,0,FALSE,0
HKG,HK,oil,2018,300,397.0503,45.32537671232877,FALSE,0.1510845890410959
HKG,HK,ore,2018,0,0,0,FALSE,0
HKG,HK,sol,2018,0.0976027397260274,0.855,0.0976027397260274,TRUE,1
HKG,HK,wnd,2018,0.21689497716894976,1.9,0.21689497716894976,TRUE,1
HND,HN,bio,2018,105.5,538.84,61.51141552511415,FALSE,0.5830465926551105
HND,HN,coa,2018,60.71488584474886,531.8624,60.71488584474886,TRUE,1
HND,HN,hyd,2018,705.9,3282.4371,374.70743150684933,FALSE,0.5308222574116013
HND,HN,nga,2018,72.5,0,0,FALSE,0
HND,HN,nuc,2018,0,0,0,FALSE,0
HND,HN,oil,2018,987.8,2939.8569,335.6001027397261,FALSE,0.3397449916377061
HND,HN,ore,2018,35,297.1177,33.91754566210046,FALSE,0.9690727332028702
HND,HN,sol,2018,510.8,992.78,113.3310502283105,FALSE,0.22186971462081148
HND,HN,wnd,2018,225,928.7,106.01598173515981,FALSE,0.4711821410451547
HRV,HR,bio,2018,79.33847031963471,695.005,79.33847031963471,TRUE,1
HRV,HR,coa,2018,297,1254.7082,143.2315296803653,FALSE,0.48226104269483266
HRV,HR,hyd,2018,2116.3,7783.8928,888.5722374429223,FALSE,0.4198706409502066
HRV,HR,nga,2018,1080.525,2479.9576,283.1001826484018,FALSE,0.2620024364530222
HRV,HR,nuc,2018,0,0,0,FALSE,0
HRV,HR,oil,2018,668.175,64.566,7.370547945205479,FALSE,0.011030864586680855
HRV,HR,ore,2018,10,2.012,0.22968036529680366,FALSE,0.022968036529680366
HRV,HR,sol,2018,61,73.2347,8.360125570776255,FALSE,0.1370512388651845
HRV,HR,wnd,2018,586.3,1375.8556,157.06114155251143,FALSE,0.26788528322106675
HTI,HT,bio,2018,96,0,0,FALSE,0
HTI,HT,coa,2018,0,0,0,FALSE,0
HTI,HT,hyd,2018,61,129.2316,14.752465753424657,FALSE,0.24184370087581405
HTI,HT,nga,2018,0,0,0,FALSE,0
HTI,HT,nuc,2018,0,0,0,FALSE,0
HTI,HT,oil,2018,194,941.597,107.48824200913242,FALSE,0.5540631031398578
HTI,HT,ore,2018,0,0,0,FALSE,0
HTI,HT,sol,2018,3,0.828,0.09452054794520548,FALSE,0.031506849315068496
HTI,HT,wnd,2018,0,0,0,FALSE,0
HUN,HU,bio,2018,501,2485,283.675799086758,FALSE,0.5662191598538083
HUN,HU,coa,2018,1105.5,4802,548.1735159817351,FALSE,0.4958602586899459
HUN,HU,hyd,2018,57,222,25.34246575342466,FALSE,0.4446046623407835
HUN,HU,nga,2018,4147.5,7227,825,FALSE,0.19891500904159132
HUN,HU,nuc,2018,1889,15733,1796.0045662100456,FALSE,0.9507700191688966
HUN,HU,oil,2018,441,71,8.105022831050228,FALSE,0.018378736578345187
HUN,HU,ore,2018,17.23744292237443,151,17.23744292237443,TRUE,1
HUN,HU,sol,2018,726,607,69.29223744292237,FALSE,0.0954438532271658
HUN,HU,wnd,2018,329,607,69.29223744292237,FALSE,0.2106147034739282
IDN,ID,bio,2018,198.02,874.7269,99.85466894977169,FALSE,0.5042655739307731
IDN,ID,coa,2018,31587,159485.743,18206.1350456621,FALSE,0.5763806327179568
IDN,ID,hyd,2018,4797.8,16827.0278,1920.893584474886,FALSE,0.40036966619594105
IDN,ID,nga,2018,17321.6,57001.1412,6506.979589041095,FALSE,0.3756569594633923
IDN,ID,nuc,2018,0,0,0,FALSE,0
IDN,ID,oil,2018,6235.66,19030.4441,2172.4251255707763,FALSE,0.34838736005022347
IDN,ID,ore,2018,1948.3,14018.9667,1600.3386643835618,FALSE,0.8214025891205471
IDN,ID,sol,2018,24.42,19.99,2.2819634703196345,FALSE,0.09344649755608658
IDN,ID,wnd,2018,143,187.98,21.458904109589042,FALSE,0.15006226650062268
IND,IN,bio,2018,9213.3,45382,5180.593607305936,FALSE,0.5622951176349339
IND,IN,coa,2018,226901.5,1176807.298,134338.7326484018,FALSE,0.5920574903577183
IND,IN,hyd,2018,49916.67,149962.4825,17119.004851598173,FALSE,0.34295166026896773
IND,IN,nga,2018,28437.22,71713.9642,8186.525593607306,FALSE,0.2878806575891492
IND,IN,nuc,2018,6780,37813,4316.552511415525,FALSE,0.6366596624506674
IND,IN,oil,2018,4137.63,25109.8346,2866.4194748858445,FALSE,0.6927684386679922
IND,IN,ore,2018,0,0,0,FALSE,0
IND,IN,sol,2018,25212.26,39516.9255,4511.0645547945205,FALSE,0.1789234505274228
IND,IN,wnd,2018,35138.15,60145.4097,6865.914349315068,FALSE,0.19539771869933584
IRL,IE,bio,2018,140,1123.9697,128.30704337899544,FALSE,0.9164788812785389
IRL,IE,coa,2018,1205,4249.942,485.15319634703195,FALSE,0.40261676045396844
IRL,IE,hyd,2018,529,931.6584,106.35369863013699,FALSE,0.20104668928192249
IRL,IE,nga,2018,4363.7,16072.9462,1834.8112100456622,FALSE,0.4204714370936733
IRL,IE,nuc,2018,0,0,0,FALSE,0
IRL,IE,oil,2018,923,144.9517,16.546997716894975,FALSE,0.017927408143981555
IRL,IE,ore,2018,0,0,0,FALSE,0
IRL,IE,sol,2018,29,16.6551,1.9012671232876714,FALSE,0.06556093528578177
IRL,IE,wnd,2018,3564,8640.5853,986.3681849315069,FALSE,0.276758749980782
IRN,IR,bio,2018,12,24.8115,2.83236301369863,FALSE,0.23603025114155252
IRN,IR,coa,2018,71.51392694063927,626.462,71.51392694063927,TRUE,1
IRN,IR,hyd,2018,11724,15983,1824.5433789954338,FALSE,0.1556246484984164
IRN,IR,nga,2018,50749.7664,256373.9999,29266.438344748858,FALSE,0.5766812425120612
IRN,IR,nuc,2018,915,7435.6619,848.8198515981736,FALSE,0.9276719689597526
IRN,IR,oil,2018,14512.2336,29837.0827,3406.0596689497715,FALSE,0.2347026490084732
IRN,IR,ore,2018,0,0,0,FALSE,0
IRN,IR,sol,2018,286,241.9602,27.62102739726027,FALSE,0.09657701887153941
IRN,IR,wnd,2018,282,422.3156,48.20954337899544,FALSE,0.17095582758509023
IRQ,IQ,bio,2018,0,0,0,FALSE,0
IRQ,IQ,coa,2018,0,0,0,FALSE,0
IRQ,IQ,hyd,2018,2513,1442.5356,164.67301369863011,FALSE,0.06552845750044971
IRQ,IQ,nga,2018,20062,54177.6968,6184.668584474885,FALSE,0.3082777681425025
IRQ,IQ,nuc,2018,0,0,0,FALSE,0
IRQ,IQ,oil,2018,11713,47547.3277,5427.777134703197,FALSE,0.4633976892942198
IRQ,IQ,ore,2018,0,0,0,FALSE,0
IRQ,IQ,sol,2018,37,0,0,FALSE,0
IRQ,IQ,wnd,2018,0,0,0,FALSE,0
ISL,IS,bio,2018,0,0,0,FALSE,0
ISL,IS,coa,2018,0,0,0,FALSE,0
ISL,IS,hyd,2018,1990.074,13812.7959,1576.8031849315066,FALSE,0.792333945838952
ISL,IS,nga,2018,0,0,0,FALSE,0
ISL,IS,nuc,2018,0,0,0,FALSE,0
ISL,IS,oil,2018,71.971,1.8735,0.21386986301369862,FALSE,0.002971611663221278
ISL,IS,ore,2018,753.2,6009.8349,686.0542123287671,FALSE,0.9108526451523726
ISL,IS,sol,2018,0,0,0,FALSE,0
ISL,IS,wnd,2018,2.43,4.3631,0.4980707762557078,FALSE,0.20496739763609373
ISR,IL,bio,2018,20.204326484018264,176.9899,20.204326484018264,TRUE,1
ISR,IL,coa,2018,4840,20871.9144,2382.6386301369866,FALSE,0.492280708705989
ISR,IL,hyd,2018,7,0,0,FALSE,0
ISR,IL,nga,2018,9031,45792.4941,5227.453664383562,FALSE,0.5788344219226621
ISR,IL,nuc,2018,0,0,0,FALSE,0
ISR,IL,oil,2018,3199,381.9095,43.59697488584475,FALSE,0.01362831349979517
ISR,IL,ore,2018,0,0,0,FALSE,0
ISR,IL,sol,2018,1076,1698.2401,193.86302511415525,FALSE,0.18017009768973535
ISR,IL,wnd,2018,27,179.964,20.543835616438358,FALSE,0.7608828006088281
ITA,IT,bio,2018,6433.6,21606.479,2466.4930365296805,FALSE,0.3833768087120244
ITA,IT,coa,2018,7961.7,30624.0404,3495.8950228310505,FALSE,0.4390890165204731
ITA,IT,hyd,2018,22498.6,51247.3329,5850.152157534247,FALSE,0.26002294176234286
ITA,IT,nga,2018,44737.5,128537.553,14673.236643835617,FALSE,0.3279851722567335
ITA,IT,nuc,2018,0,0,0,FALSE,0
ITA,IT,oil,2018,2484.5,11029.13,1259.033105022831,FALSE,0.506755123776547
ITA,IT,ore,2018,767.2,6293.6277,718.4506506849315,FALSE,0.9364580952619023
ITA,IT,sol,2018,20113.6,22653.838,2586.054566210046,FALSE,0.1285724368690859
ITA,IT,wnd,2018,10230.2,17716.434,2022.4239726027397,FALSE,0.1976915380542648
JAM,JM,bio,2018,58.4,239.1471,27.299897260273973,FALSE,0.4674639941827735
JAM,JM,coa,2018,0,0,0,FALSE,0
JAM,JM,hyd,2018,41,179.2824,20.466027397260273,FALSE,0.4991713999331774
JAM,JM,nga,2018,204,484.4977,55.307956621004564,FALSE,0.27111743441668906
JAM,JM,nuc,2018,0,0,0,FALSE,0
JAM,JM,oil,2018,885.6,3108.8993,354.8971803652968,FALSE,0.4007420735832168
JAM,JM,ore,2018,0,0,0,FALSE,0
JAM,JM,sol,2018,26,46,5.251141552511416,FALSE,0.2019669827889006
JAM,JM,wnd,2018,102,302,34.47488584474886,FALSE,0.3379890769093026
JOR,JO,bio,2018,3.5,4.1,0.4680365296803653,FALSE,0.13372472276581865
JOR,JO,coa,2018,0,0,0,FALSE,0
JOR,JO,hyd,2018,12,22.7,2.5913242009132422,FALSE,0.21594368340943684
JOR,JO,nga,2018,4204,16418.5807,1874.267203196347,FALSE,0.44582949647867437
JOR,JO,nuc,2018,0,0,0,FALSE,0
JOR,JO,oil,2018,227.3,1900.9758,217.0063698630137,FALSE,0.9547134617818465
JOR,JO,ore,2018,0,0,0,FALSE,0
JOR,JO,sol,2018,698.5,1420.5359,162.16163242009134,FALSE,0.23215695407314435
JOR,JO,wnd,2018,280.4,722.373,82.46267123287672,FALSE,0.2940894123854377
JPN,JP,bio,2018,7700,44212.529,5047.092351598173,FALSE,0.6554665391685939
JPN,JP,coa,2018,91315,338760.4923,38671.289075342465,FALSE,0.42349328232319405
JPN,JP,hyd,2018,50031,87180.5619,9952.118938356165,FALSE,0.1989190489567701
JPN,JP,nga,2018,55810,376544.1469,42984.49165525114,FALSE,0.7701933641865462
JPN,JP,nuc,2018,36354,65353.1379,7460.403869863014,FALSE,0.20521548852569219
JPN,JP,oil,2018,38515.4,44494.5326,5079.284543378995,FALSE,0.13187671797200587
