Superscenario,SubscenarioNumber,ModuleCode,QuantityCodeMain,SubsectorCode,FuelCode,CPATCodeNoCountry,CPATCode,Helper Column,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
1,1,mit,ptp,rod,coa,mit.ptp.coa.rod.1,chn.mit.ptp.coa.rod.1,2642,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,1,mit,ptp,rod,nga,mit.ptp.nga.rod.1,chn.mit.ptp.nga.rod.1,2643,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,1,mit,ptp,rod,gso,mit.ptp.gso.rod.1,chn.mit.ptp.gso.rod.1,2644,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,1,mit,ptp,rod,die,mit.ptp.die.rod.1,chn.mit.ptp.die.rod.1,2645,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,1,mit,ptp,rod,lpg,mit.ptp.lpg.rod.1,chn.mit.ptp.lpg.rod.1,2646,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,1,mit,ptp,rod,ker,mit.ptp.ker.rod.1,chn.mit.ptp.ker.rod.1,2647,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,1,mit,ptp,rod,oop,mit.ptp.oop.rod.1,chn.mit.ptp.oop.rod.1,2648,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,1,mit,ptp,rod,bio,mit.ptp.bio.rod.1,chn.mit.ptp.bio.rod.1,2649,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,1,mit,ptp,rod,ren,mit.ptp.ren.rod.1,chn.mit.ptp.ren.rod.1,2650,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,mit,ptp,srv,coa,mit.ptp.coa.srv.1,chn.mit.ptp.coa.srv.1,2912,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,1,mit,ptp,srv,nga,mit.ptp.nga.srv.1,chn.mit.ptp.nga.srv.1,2913,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,1,mit,ptp,srv,gso,mit.ptp.gso.srv.1,chn.mit.ptp.gso.srv.1,2914,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,1,mit,ptp,srv,die,mit.ptp.die.srv.1,chn.mit.ptp.die.srv.1,2915,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,1,mit,ptp,srv,lpg,mit.ptp.lpg.srv.1,chn.mit.ptp.lpg.srv.1,2916,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,1,mit,ptp,srv,ker,mit.ptp.ker.srv.1,chn.mit.ptp.ker.srv.1,2917,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,1,mit,ptp,srv,oop,mit.ptp.oop.srv.1,chn.mit.ptp.oop.srv.1,2918,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,1,mit,ptp,srv,bio,mit.ptp.bio.srv.1,chn.mit.ptp.bio.srv.1,2919,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,1,mit,ptp,srv,ren,mit.ptp.ren.srv.1,chn.mit.ptp.ren.srv.1,2920,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,mit,ener,avi,coa,mit.ener.coa.avi.1,chn.mit.ener.coa.avi.1,2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,avi,nga,mit.ener.nga.avi.1,chn.mit.ener.nga.avi.1,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,avi,gso,mit.ener.gso.avi.1,chn.mit.ener.gso.avi.1,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,avi,die,mit.ener.die.avi.1,chn.mit.ener.die.avi.1,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,avi,lpg,mit.ener.lpg.avi.1,chn.mit.ener.lpg.avi.1,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,avi,ker,mit.ener.ker.avi.1,chn.mit.ener.ker.avi.1,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,avi,oop,mit.ener.oop.avi.1,chn.mit.ener.oop.avi.1,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,avi,bio,mit.ener.bio.avi.1,chn.mit.ener.bio.avi.1,2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,avi,ren,mit.ener.ren.avi.1,chn.mit.ener.ren.avi.1,2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,cem,coa,mit.ener.coa.cem.1,chn.mit.ener.coa.cem.1,3048,135020.734,156836.427,184236.445,255547.506,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cem,nga,mit.ener.nga.cem.1,chn.mit.ener.nga.cem.1,3049,9462.1,11611.297,11783.624,15362.587,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cem,gso,mit.ener.gso.cem.1,chn.mit.ener.gso.cem.1,3050,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cem,die,mit.ener.die.cem.1,chn.mit.ener.die.cem.1,3051,2956.763,3061.574,2902.91,3056.195,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cem,lpg,mit.ener.lpg.cem.1,chn.mit.ener.lpg.cem.1,3052,877.44,909.269,864.443,911.426,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cem,ker,mit.ener.ker.cem.1,chn.mit.ener.ker.cem.1,3053,10.654,11.041,10.496,11.067,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cem,oop,mit.ener.oop.cem.1,chn.mit.ener.oop.cem.1,3054,1782.092,1822.794,1815.279,1950.424,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cem,bio,mit.ener.bio.cem.1,chn.mit.ener.bio.cem.1,3055,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cem,ren,mit.ener.ren.cem.1,chn.mit.ener.ren.cem.1,3056,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cst,coa,mit.ener.coa.cst.1,chn.mit.ener.coa.cst.1,3098,3689.185,4285.257,5033.91,6982.349,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cst,nga,mit.ener.nga.cst.1,chn.mit.ener.nga.cst.1,3099,175.453,215.305,218.501,284.865,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cst,gso,mit.ener.gso.cst.1,chn.mit.ener.gso.cst.1,3100,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cst,die,mit.ener.die.cst.1,chn.mit.ener.die.cst.1,3101,5436.965,5629.694,5337.938,5619.803,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cst,lpg,mit.ener.lpg.cst.1,chn.mit.ener.lpg.cst.1,3102,170.092,176.262,167.572,176.68,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cst,ker,mit.ener.ker.cst.1,chn.mit.ener.ker.cst.1,3103,89.808,93.065,88.477,93.286,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cst,oop,mit.ener.oop.cst.1,chn.mit.ener.oop.cst.1,3104,1084.367,1109.134,1104.561,1186.794,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cst,bio,mit.ener.bio.cst.1,chn.mit.ener.bio.cst.1,3105,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,cst,ren,mit.ener.ren.cst.1,chn.mit.ener.ren.cst.1,3106,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,foo,coa,mit.ener.coa.foo.1,chn.mit.ener.coa.foo.1,2898,33226.855,38595.415,45338.205,62886.934,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,foo,nga,mit.ener.nga.foo.1,chn.mit.ener.nga.foo.1,2899,4750.772,5829.851,5916.374,7713.315,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,foo,gso,mit.ener.gso.foo.1,chn.mit.ener.gso.foo.1,2900,2446.576,2536.424,2402.161,2528.37,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,foo,die,mit.ener.die.foo.1,chn.mit.ener.die.foo.1,2901,17021.184,17624.548,16711.166,17593.584,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,foo,lpg,mit.ener.lpg.foo.1,chn.mit.ener.lpg.foo.1,2902,125.118,129.656,123.265,129.964,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,foo,ker,mit.ener.ker.foo.1,chn.mit.ener.ker.foo.1,2903,18.773,19.454,18.495,19.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,foo,oop,mit.ener.oop.foo.1,chn.mit.ener.oop.foo.1,2904,85.01,86.951,86.593,93.039,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,foo,bio,mit.ener.bio.foo.1,chn.mit.ener.bio.foo.1,2905,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,foo,ren,mit.ener.ren.foo.1,chn.mit.ener.ren.foo.1,2906,1472.191,1535.624,1432.208,1585.523,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,ftr,coa,mit.ener.coa.ftr.1,chn.mit.ener.coa.ftr.1,3123,203231.269,236067.936,277310.049,384646.433,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,ftr,nga,mit.ener.nga.ftr.1,chn.mit.ener.nga.ftr.1,3124,29971.754,36779.462,37325.32,48661.894,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,ftr,gso,mit.ener.gso.ftr.1,chn.mit.ener.gso.ftr.1,3125,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,ftr,die,mit.ener.die.ftr.1,chn.mit.ener.die.ftr.1,3126,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,ftr,lpg,mit.ener.lpg.ftr.1,chn.mit.ener.lpg.ftr.1,3127,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,ftr,ker,mit.ener.ker.ftr.1,chn.mit.ener.ker.ftr.1,3128,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,ftr,oop,mit.ener.oop.ftr.1,chn.mit.ener.oop.ftr.1,3129,71673.922,73310.928,73008.684,78444.054,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,ftr,bio,mit.ener.bio.ftr.1,chn.mit.ener.bio.ftr.1,3130,449.676,448.655,462.828,506.341,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,ftr,ren,mit.ener.ren.ftr.1,chn.mit.ener.ren.ftr.1,3131,878.862,916.73,854.994,946.519,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,irn,coa,mit.ener.coa.irn.1,chn.mit.ener.coa.irn.1,2973,186263.672,216358.835,254157.681,352532.646,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,irn,nga,mit.ener.nga.irn.1,chn.mit.ener.nga.irn.1,2974,5501.941,6751.638,6851.842,8932.907,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,irn,gso,mit.ener.gso.irn.1,chn.mit.ener.gso.irn.1,2975,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,irn,die,mit.ener.die.irn.1,chn.mit.ener.die.irn.1,2976,632.078,654.483,620.565,653.333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,irn,lpg,mit.ener.lpg.irn.1,chn.mit.ener.lpg.irn.1,2977,147.709,153.067,145.521,153.43,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,irn,ker,mit.ener.ker.irn.1,chn.mit.ener.ker.irn.1,2978,0.959,0.994,0.945,0.996,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,irn,oop,mit.ener.oop.irn.1,chn.mit.ener.oop.irn.1,2979,58.098,59.425,59.18,63.586,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,irn,bio,mit.ener.bio.irn.1,chn.mit.ener.bio.irn.1,2980,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,irn,ren,mit.ener.ren.irn.1,chn.mit.ener.ren.irn.1,2981,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mac,coa,mit.ener.coa.mac.1,chn.mit.ener.coa.mac.1,3023,8927.672,10370.142,12181.851,16896.992,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mac,nga,mit.ener.nga.mac.1,chn.mit.ener.nga.mac.1,3024,11615.145,14253.379,14464.919,18858.253,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mac,gso,mit.ener.gso.mac.1,chn.mit.ener.gso.mac.1,3025,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mac,die,mit.ener.die.mac.1,chn.mit.ener.die.mac.1,3026,1419.307,1469.618,1393.456,1467.036,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mac,lpg,mit.ener.lpg.mac.1,chn.mit.ener.lpg.mac.1,3027,259.056,268.453,255.219,269.09,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mac,ker,mit.ener.ker.mac.1,chn.mit.ener.ker.mac.1,3028,62.634,64.906,61.706,65.06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mac,oop,mit.ener.oop.mac.1,chn.mit.ener.oop.mac.1,3029,226.371,231.541,230.587,247.753,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mac,bio,mit.ener.bio.mac.1,chn.mit.ener.bio.mac.1,3030,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mac,ren,mit.ener.ren.mac.1,chn.mit.ener.ren.mac.1,3031,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mch,coa,mit.ener.coa.mch.1,chn.mit.ener.coa.mch.1,2948,87897.109,102098.901,119936.031,166358.798,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mch,nga,mit.ener.nga.mch.1,chn.mit.ener.nga.mch.1,2949,18354.641,22523.667,22857.949,29800.444,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mch,gso,mit.ener.gso.mch.1,chn.mit.ener.gso.mch.1,2950,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mch,die,mit.ener.die.mch.1,chn.mit.ener.die.mch.1,2951,2912.051,3015.277,2859.012,3009.979,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mch,lpg,mit.ener.lpg.mch.1,chn.mit.ener.lpg.mch.1,2952,5125.101,5311.015,5049.187,5323.613,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mch,ker,mit.ener.ker.mch.1,chn.mit.ener.ker.mch.1,2953,11.56,11.979,11.388,12.007,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mch,oop,mit.ener.oop.mch.1,chn.mit.ener.oop.mch.1,2954,10433.272,10671.564,10627.568,11418.772,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mch,bio,mit.ener.bio.mch.1,chn.mit.ener.bio.mch.1,2955,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,mch,ren,mit.ener.ren.mch.1,chn.mit.ener.ren.mch.1,2956,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,nav,coa,mit.ener.coa.nav.1,chn.mit.ener.coa.nav.1,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,nav,nga,mit.ener.nga.nav.1,chn.mit.ener.nga.nav.1,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,nav,gso,mit.ener.gso.nav.1,chn.mit.ener.gso.nav.1,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,nav,die,mit.ener.die.nav.1,chn.mit.ener.die.nav.1,2727,17931.967,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,nav,lpg,mit.ener.lpg.nav.1,chn.mit.ener.lpg.nav.1,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,nav,ker,mit.ener.ker.nav.1,chn.mit.ener.ker.nav.1,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,nav,oop,mit.ener.oop.nav.1,chn.mit.ener.oop.nav.1,2730,7356.001,7281.249,6518.59,6793.17,7174.225,7111.835,7050.323,6979.802,6917.438,6849.863,6788.433,6727.458,6667.206,6607.712
1,1,mit,ener,nav,bio,mit.ener.bio.nav.1,chn.mit.ener.bio.nav.1,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,nav,ren,mit.ener.ren.nav.1,chn.mit.ener.ren.nav.1,2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,nfm,coa,mit.ener.coa.nfm.1,chn.mit.ener.coa.nfm.1,2998,15046.981,17478.166,20531.679,28478.727,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,nfm,nga,mit.ener.nga.nfm.1,chn.mit.ener.nga.nfm.1,2999,4602.195,5647.526,5731.343,7472.087,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,nfm,gso,mit.ener.gso.nfm.1,chn.mit.ener.gso.nfm.1,3000,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,nfm,die,mit.ener.die.nfm.1,chn.mit.ener.die.nfm.1,3001,350.266,362.682,343.886,362.045,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,nfm,lpg,mit.ener.lpg.nfm.1,chn.mit.ener.lpg.nfm.1,3002,36.809,38.144,36.264,38.235,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,nfm,ker,mit.ener.ker.nfm.1,chn.mit.ener.ker.nfm.1,3003,9.948,10.309,9.8,10.333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,nfm,oop,mit.ener.oop.nfm.1,chn.mit.ener.oop.nfm.1,3004,317.557,324.81,323.471,347.553,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,nfm,bio,mit.ener.bio.nfm.1,chn.mit.ener.bio.nfm.1,3005,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
