Superscenario,SubscenarioNumber,ModuleCode,QuantityCodeMain,SubsectorCode,FuelCode,CPATCodeNoCountry,CPATCode,Helper Column,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
1,1,mit,ener,nfm,ren,mit.ener.ren.nfm.1,chn.mit.ener.ren.nfm.1,3006,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,omn,coa,mit.ener.coa.omn.1,chn.mit.ener.coa.omn.1,3073,38361.445,44559.616,52344.378,72604.935,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,omn,nga,mit.ener.nga.omn.1,chn.mit.ener.nga.omn.1,3074,11071.541,13586.303,13787.942,17975.663,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,omn,gso,mit.ener.gso.omn.1,chn.mit.ener.gso.omn.1,3075,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,omn,die,mit.ener.die.omn.1,chn.mit.ener.die.omn.1,3076,920.772,953.411,904.001,951.736,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,omn,lpg,mit.ener.lpg.omn.1,chn.mit.ener.lpg.omn.1,3077,100.182,103.816,98.698,104.062,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,omn,ker,mit.ener.ker.omn.1,chn.mit.ener.ker.omn.1,3078,6.278,6.506,6.185,6.521,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,omn,oop,mit.ener.oop.omn.1,chn.mit.ener.oop.omn.1,3079,9207.185,9417.473,9378.647,10076.871,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,omn,bio,mit.ener.bio.omn.1,chn.mit.ener.bio.omn.1,3080,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,omn,ren,mit.ener.ren.omn.1,chn.mit.ener.ren.omn.1,3081,482.474,503.263,469.371,519.616,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,pow,coa,mit.ener.coa.pow.1,chn.mit.ener.coa.pow.1,2076,1141316,1214809.679,1301911.236,1411367.993,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,pow,nga,mit.ener.nga.pow.1,chn.mit.ener.nga.pow.1,2077,47822.398,50649.875,54012.739,64586.231,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,pow,gso,mit.ener.gso.pow.1,chn.mit.ener.gso.pow.1,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,pow,die,mit.ener.die.pow.1,chn.mit.ener.die.pow.1,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,pow,lpg,mit.ener.lpg.pow.1,chn.mit.ener.lpg.pow.1,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,pow,ker,mit.ener.ker.pow.1,chn.mit.ener.ker.pow.1,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,pow,oop,mit.ener.oop.pow.1,chn.mit.ener.oop.pow.1,2078,2641.042,2811.109,3012.665,3016.832,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,pow,bio,mit.ener.bio.pow.1,chn.mit.ener.bio.pow.1,2084,31153.33,32995.256,35185.953,39047.739,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,pow,ren,mit.ener.ren.pow.1,chn.mit.ener.ren.pow.1,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,ral,coa,mit.ener.coa.ral.1,chn.mit.ener.coa.ral.1,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,ral,nga,mit.ener.nga.ral.1,chn.mit.ener.nga.ral.1,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,ral,gso,mit.ener.gso.ral.1,chn.mit.ener.gso.ral.1,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,ral,die,mit.ener.die.ral.1,chn.mit.ener.die.ral.1,2702,3215.461,3195.339,2811.277,2927.256,3088.883,3059.472,3029.76,2999.455,2972.654,2943.615,2917.217,2891.014,2865.121,2839.555
1,1,mit,ener,ral,lpg,mit.ener.lpg.ral.1,chn.mit.ener.lpg.ral.1,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,ral,ker,mit.ener.ker.ral.1,chn.mit.ener.ker.ral.1,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,ral,oop,mit.ener.oop.ral.1,chn.mit.ener.oop.ral.1,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,ral,bio,mit.ener.bio.ral.1,chn.mit.ener.bio.ral.1,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,ral,ren,mit.ener.ren.ral.1,chn.mit.ener.ren.ral.1,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mit,ener,res,coa,mit.ener.coa.res.1,chn.mit.ener.coa.res.1,2857,45328.988,41889.467,81346.676,73393.803,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,res,nga,mit.ener.nga.res.1,chn.mit.ener.nga.res.1,2858,40968.379,49537.113,53630.067,72964.73,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,res,gso,mit.ener.gso.res.1,chn.mit.ener.gso.res.1,2859,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,res,die,mit.ener.die.res.1,chn.mit.ener.die.res.1,2860,3550.016,3660.188,3412.125,3657.467,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,res,lpg,mit.ener.lpg.res.1,chn.mit.ener.lpg.res.1,2861,40030.676,41407.869,38995.665,41720.573,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,res,ker,mit.ener.ker.res.1,chn.mit.ener.ker.res.1,2862,293.836,303.945,286.239,306.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,res,oop,mit.ener.oop.res.1,chn.mit.ener.oop.res.1,2863,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,res,bio,mit.ener.bio.res.1,chn.mit.ener.bio.res.1,2864,70045.555,70011.727,72591.369,79333.97,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,res,ren,mit.ener.ren.res.1,chn.mit.ener.ren.res.1,2865,33866.295,35325.505,32946.538,36473.396,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,rod,coa,mit.ener.coa.rod.1,chn.mit.ener.coa.rod.1,2653,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,rod,nga,mit.ener.nga.rod.1,chn.mit.ener.nga.rod.1,2654,21820.246,22967.82,22756.726,25082.168,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,rod,gso,mit.ener.gso.rod.1,chn.mit.ener.gso.rod.1,2655,129725.141,132554.717,122800.063,130110.983,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,rod,die,mit.ener.die.rod.1,chn.mit.ener.die.rod.1,2656,102089.32,104274.833,96653.543,102408.878,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,rod,lpg,mit.ener.lpg.rod.1,chn.mit.ener.lpg.rod.1,2657,1523.51,1556.525,1443.84,1529.907,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,rod,ker,mit.ener.ker.rod.1,chn.mit.ener.ker.rod.1,2658,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,rod,oop,mit.ener.oop.rod.1,chn.mit.ener.oop.rod.1,2659,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,rod,bio,mit.ener.bio.rod.1,chn.mit.ener.bio.rod.1,2660,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,rod,ren,mit.ener.ren.rod.1,chn.mit.ener.ren.rod.1,2661,2305.914,2404.673,2242.176,2481.58,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,srv,coa,mit.ener.coa.srv.1,chn.mit.ener.coa.srv.1,2923,17121.908,19888.345,23362.927,32405.845,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,srv,nga,mit.ener.nga.srv.1,chn.mit.ener.nga.srv.1,2924,14333.385,17589.033,17850.079,23271.566,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,srv,gso,mit.ener.gso.srv.1,chn.mit.ener.gso.srv.1,2925,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,srv,die,mit.ener.die.srv.1,chn.mit.ener.die.srv.1,2926,11597.055,12008.145,11385.83,11987.048,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,srv,lpg,mit.ener.lpg.srv.1,chn.mit.ener.lpg.srv.1,2927,2356.761,2442.253,2321.853,2448.047,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,srv,ker,mit.ener.ker.srv.1,chn.mit.ener.ker.srv.1,2928,1068.912,1107.687,1053.08,1110.315,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,srv,oop,mit.ener.oop.srv.1,chn.mit.ener.oop.srv.1,2929,1264.272,1293.147,1287.816,1383.692,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,srv,bio,mit.ener.bio.srv.1,chn.mit.ener.bio.srv.1,2930,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,1,mit,ener,srv,ren,mit.ener.ren.srv.1,chn.mit.ener.ren.srv.1,2931,5606.34,5847.903,5454.08,6037.928,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ptp,avi,coa,mit.ptp.coa.avi.2,chn.mit.ptp.coa.avi.2,5553,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,avi,nga,mit.ptp.nga.avi.2,chn.mit.ptp.nga.avi.2,5554,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,avi,gso,mit.ptp.gso.avi.2,chn.mit.ptp.gso.avi.2,5555,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,avi,die,mit.ptp.die.avi.2,chn.mit.ptp.die.avi.2,5556,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,avi,lpg,mit.ptp.lpg.avi.2,chn.mit.ptp.lpg.avi.2,5557,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,avi,ker,mit.ptp.ker.avi.2,chn.mit.ptp.ker.avi.2,5558,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,avi,oop,mit.ptp.oop.avi.2,chn.mit.ptp.oop.avi.2,5559,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,avi,bio,mit.ptp.bio.avi.2,chn.mit.ptp.bio.avi.2,5560,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,avi,ren,mit.ptp.ren.avi.2,chn.mit.ptp.ren.avi.2,5561,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,cem,coa,mit.ptp.coa.cem.2,chn.mit.ptp.coa.cem.2,5852,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,cem,nga,mit.ptp.nga.cem.2,chn.mit.ptp.nga.cem.2,5853,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,cem,gso,mit.ptp.gso.cem.2,chn.mit.ptp.gso.cem.2,5854,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,cem,die,mit.ptp.die.cem.2,chn.mit.ptp.die.cem.2,5855,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,cem,lpg,mit.ptp.lpg.cem.2,chn.mit.ptp.lpg.cem.2,5856,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,cem,ker,mit.ptp.ker.cem.2,chn.mit.ptp.ker.cem.2,5857,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,cem,oop,mit.ptp.oop.cem.2,chn.mit.ptp.oop.cem.2,5858,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,cem,bio,mit.ptp.bio.cem.2,chn.mit.ptp.bio.cem.2,5859,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,cem,ren,mit.ptp.ren.cem.2,chn.mit.ptp.ren.cem.2,5860,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,cst,coa,mit.ptp.coa.cst.2,chn.mit.ptp.coa.cst.2,5902,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,cst,nga,mit.ptp.nga.cst.2,chn.mit.ptp.nga.cst.2,5903,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,cst,gso,mit.ptp.gso.cst.2,chn.mit.ptp.gso.cst.2,5904,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,cst,die,mit.ptp.die.cst.2,chn.mit.ptp.die.cst.2,5905,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,cst,lpg,mit.ptp.lpg.cst.2,chn.mit.ptp.lpg.cst.2,5906,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,cst,ker,mit.ptp.ker.cst.2,chn.mit.ptp.ker.cst.2,5907,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,cst,oop,mit.ptp.oop.cst.2,chn.mit.ptp.oop.cst.2,5908,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,cst,bio,mit.ptp.bio.cst.2,chn.mit.ptp.bio.cst.2,5909,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,cst,ren,mit.ptp.ren.cst.2,chn.mit.ptp.ren.cst.2,5910,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,foo,coa,mit.ptp.coa.foo.2,chn.mit.ptp.coa.foo.2,5702,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,foo,nga,mit.ptp.nga.foo.2,chn.mit.ptp.nga.foo.2,5703,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,foo,gso,mit.ptp.gso.foo.2,chn.mit.ptp.gso.foo.2,5704,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,foo,die,mit.ptp.die.foo.2,chn.mit.ptp.die.foo.2,5705,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,foo,lpg,mit.ptp.lpg.foo.2,chn.mit.ptp.lpg.foo.2,5706,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,foo,ker,mit.ptp.ker.foo.2,chn.mit.ptp.ker.foo.2,5707,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,foo,oop,mit.ptp.oop.foo.2,chn.mit.ptp.oop.foo.2,5708,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,foo,bio,mit.ptp.bio.foo.2,chn.mit.ptp.bio.foo.2,5709,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,foo,ren,mit.ptp.ren.foo.2,chn.mit.ptp.ren.foo.2,5710,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,ftr,coa,mit.ptp.coa.ftr.2,chn.mit.ptp.coa.ftr.2,5927,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,ftr,nga,mit.ptp.nga.ftr.2,chn.mit.ptp.nga.ftr.2,5928,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,ftr,gso,mit.ptp.gso.ftr.2,chn.mit.ptp.gso.ftr.2,5929,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,ftr,die,mit.ptp.die.ftr.2,chn.mit.ptp.die.ftr.2,5930,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511,0.502,0.492,0.482
1,2,mit,ptp,ftr,lpg,mit.ptp.lpg.ftr.2,chn.mit.ptp.lpg.ftr.2,5931,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,ftr,ker,mit.ptp.ker.ftr.2,chn.mit.ptp.ker.ftr.2,5932,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,ftr,oop,mit.ptp.oop.ftr.2,chn.mit.ptp.oop.ftr.2,5933,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,ftr,bio,mit.ptp.bio.ftr.2,chn.mit.ptp.bio.ftr.2,5934,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,ftr,ren,mit.ptp.ren.ftr.2,chn.mit.ptp.ren.ftr.2,5935,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,irn,coa,mit.ptp.coa.irn.2,chn.mit.ptp.coa.irn.2,5777,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,irn,nga,mit.ptp.nga.irn.2,chn.mit.ptp.nga.irn.2,5778,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,irn,gso,mit.ptp.gso.irn.2,chn.mit.ptp.gso.irn.2,5779,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,irn,die,mit.ptp.die.irn.2,chn.mit.ptp.die.irn.2,5780,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,irn,lpg,mit.ptp.lpg.irn.2,chn.mit.ptp.lpg.irn.2,5781,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,irn,ker,mit.ptp.ker.irn.2,chn.mit.ptp.ker.irn.2,5782,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,irn,oop,mit.ptp.oop.irn.2,chn.mit.ptp.oop.irn.2,5783,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,irn,bio,mit.ptp.bio.irn.2,chn.mit.ptp.bio.irn.2,5784,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,irn,ren,mit.ptp.ren.irn.2,chn.mit.ptp.ren.irn.2,5785,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,mac,coa,mit.ptp.coa.mac.2,chn.mit.ptp.coa.mac.2,5827,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,mac,nga,mit.ptp.nga.mac.2,chn.mit.ptp.nga.mac.2,5828,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,mac,gso,mit.ptp.gso.mac.2,chn.mit.ptp.gso.mac.2,5829,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,mac,die,mit.ptp.die.mac.2,chn.mit.ptp.die.mac.2,5830,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,mac,lpg,mit.ptp.lpg.mac.2,chn.mit.ptp.lpg.mac.2,5831,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,mac,ker,mit.ptp.ker.mac.2,chn.mit.ptp.ker.mac.2,5832,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,mac,oop,mit.ptp.oop.mac.2,chn.mit.ptp.oop.mac.2,5833,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,mac,bio,mit.ptp.bio.mac.2,chn.mit.ptp.bio.mac.2,5834,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,mac,ren,mit.ptp.ren.mac.2,chn.mit.ptp.ren.mac.2,5835,1,1,1,1,1,1,1,1,1,1,1,1,1,1
